"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
82016,2016/7/19,1,塚本肉焼屋,　　,      ,         ,          ,
82016,2016/7/19,2,非常照明及び避難梯子取付工事,式　,1,168000,168000,7月19日
82017,2016/7/19,1,KUSHI BIYORI（塚本串揚）,　　,      ,         ,          ,
82017,2016/7/19,2,消防設備工事,式　,1,38500,38500,7月19日
82042,2016/7/18,1,イオンモールりんくう泉南,　　,      ,         ,          ,7月18日
82042,2016/7/18,2,送水口シール（消防隊専用）,枚　,1,7200,7200,
82042,2016/7/18,3,送水口シール（スプリンクラー専用圧力表,枚　,1,7200,7200,
82043,2016/7/18,1,イオンモールりんくう泉南,　　,      ,         ,          ,
82043,2016/7/18,2,駐車場誘導灯取替工事,式　,1,2385000,2385000,7月18日
82154,2016/7/18,1,見積番号：165,　　,      ,         ,          ,
82154,2016/7/18,2,三菱電機㈱冷熱システム製作所,　　,      ,         ,          ,
82154,2016/7/18,3,マインド　受信機用バッテリー取替,式　,1,15000,15000,7月18日
82008,2016/7/16,1,住金　照明器具撤去及び取付,　　,      ,         ,          ,
82008,2016/7/16,2,44391,人工,1,15000,15000,
82008,2016/7/16,3,44393,人工,1,15000,15000,
82013,2016/7/15,1,エクロールプラザ　電球交換,　　,      ,         ,          ,
82013,2016/7/15,2,44376,　　,      ,         ,          ,
82013,2016/7/15,3,外部階段　ＦＬ２０ＳＳ,本　,7,340,2380,
82013,2016/7/15,4,取替費,式　,1,7000,7000,
82013,2016/7/15,5,44392,　　,      ,         ,          ,
82013,2016/7/15,6,外部階段　ＦＬ２０ＳＳ,本　,7,340,2380,
82013,2016/7/15,7,７階　階段室　ＦＬ２０ＳＳ,本　,1,340,340,
82013,2016/7/15,8,取替費,式　,1,8000,8000,
82013,2016/7/15,9,44397,　　,      ,         ,          ,
82013,2016/7/15,10,５階　廊下　クリプトン球,個　,1,450,450,
82013,2016/7/15,11,取替費,式　,1,1000,1000,
82014,2016/7/15,1,ルミエールプラザ　電球交換,　　,      ,         ,          ,
82014,2016/7/15,2,44385,　　,      ,         ,          ,
82014,2016/7/15,3,２階　階段室　ＦＨＴ３２ＥＸ－Ｌ,個　,1,2380,2380,
82014,2016/7/15,4,５階　階段室　ＦＨＴ３２ＥＸ－Ｌ,個　,1,2380,2380,
82014,2016/7/15,5,取替費,式　,1,2000,2000,
82014,2016/7/15,6,44392,　　,      ,         ,          ,
82014,2016/7/15,7,１階　ホール　ＦＨＴ３２ＥＸ－Ｌ,個　,1,2380,2380,
82014,2016/7/15,8,取替費,式　,1,1000,1000,
82057,2016/7/15,1,トップアクト大阪ビル(パンケーキ)CICA,　　,      ,         ,          ,6/16～7/15
82057,2016/7/15,2,誘導灯BL片面,台　,1,16000,16000,
82057,2016/7/15,3,配線VVF2.0X2C,ｍ　,30,85,2550,
82057,2016/7/15,4,BOX,個　,1,500,500,
82057,2016/7/15,5,消火器10型,本　,1,4500,4500,
82057,2016/7/15,6,同上設置台,台　,1,1000,1000,
82057,2016/7/15,7,工事費,式　,1,30000,30000,
82057,2016/7/15,8,消防手続き立会試験費,式　,1,50000,50000,
82057,2016/7/15,9,消耗品雑材費,式　,1,2000,2000,
82057,2016/7/15,10,諸経費,式　,1,10950,10950,
82010,2016/7/15,1,ＪＡ有田,　　,      ,         ,          ,
82010,2016/7/15,2,消火栓切り離し復旧,式　,1,20000,20000,7月15日
82011,2016/7/15,1,花園ふるさとセンター,　　,      ,         ,          ,
82011,2016/7/15,2,実差動試験,式　,1,30000,30000,7月15日
82030,2016/7/15,1,消防設備保守点検（総合・防火対象物点検）,式　,1,35000,35000,7月15日
82033,2016/7/15,1,ナンカイ工業㈱　消防設備保守点検,　　,      ,         ,          ,
82033,2016/7/15,2,本社（総合点検）,式　,1,60000,60000,7月14日
82033,2016/7/15,3,貝塚工場（総合点検）,式　,1,80000,80000,7月15日
82092,2016/7/15,1,ぶっとく幼稚園様・常楽寺様,　　,      ,         ,          ,
82092,2016/7/15,2,消防設備保守点検（総合点検）,式　,1,45000,45000,7月15日
82052,2016/7/14,1,消防設備保守点検に伴う修理,式　,1,48000,48000,7月14日
81973,2016/7/14,1,消防設備保守点検,　　,      ,         ,          ,
81973,2016/7/14,2,カーザエフリール（総合点検）,式　,1,8625,8625,7月14日
81973,2016/7/14,3,パールリーフ高松（総合点検）,式　,1,5750,5750,〃
81973,2016/7/14,4,Ｄ－ＲＯＯＭ花みずき（総合点検）,式　,1,7750,7750,〃
82082,2016/7/14,1,ヒダカヤ貴志川店,　　,      ,         ,          ,
82082,2016/7/14,2,スピーカー取替工事,式　,1,12000,12000,7月14日
82051,2016/7/14,1,宮原保育所　消防設備不良改修,式　,1,78000,78000,7月14日
82051,2016/7/14,2,宮崎保育所　消防設備不良改修,式　,1,18300,18300,7月14日
82051,2016/7/14,3,古江見保育所　消防設備不良改修,式　,1,73000,73000,7月14日
82077,2016/7/14,1,ホテルユニバーサルポート（14階）,　　,      ,         ,          ,
82077,2016/7/14,2,自動火災報知設備工事,式　,1,70000,70000,7/7・14
82079,2016/7/14,1,辻岡産業第2ビル,　　,      ,         ,          ,
82079,2016/7/14,2,調査,式　,1,15000,15000,7月14日
82047,2016/7/14,1,岡崎運輸株式会社配送センター　様,　　,      ,         ,          ,
82047,2016/7/14,2,消防設備保守点検（総合点検）,式　,1,30000,30000,7月14日
81993,2016/7/13,1,グリーンフル夏目Ⅱ　106号室,　　,      ,         ,          ,7月13日
81993,2016/7/13,2,住警器(取付費込),台　,1,3700,3700,
81993,2016/7/13,3,消火器4型,本　,1,4500,4500,
81982,2016/7/13,1,キングライン　消火器納品,　　,      ,         ,          ,7月13日
81982,2016/7/13,2,50型消火器,本　,2,48000,96000,
81982,2016/7/13,3,10型消火器,本　,2,4000,8000,
81982,2016/7/13,4,消火器設置台,台　,2,1000,2000,
82025,2016/7/13,1,2階子供室空調機設置工事,式　,1,150000,150000,7月13日
82028,2016/7/13,1,エアコン取替工事,式　,1,60000,60000,7月13日
82009,2016/7/12,1,エアコン取付,式　,1,150000,150000,7月12日
81994,2016/7/12,1,グリーンフル堂西　Ａ棟102号室,　　,      ,         ,          ,7月12日
81994,2016/7/12,2,住警器(取付費込),台　,2,3700,7400,
81996,2016/7/12,1,サクラビル　1階店舗,　　,      ,         ,          ,7月12日
81996,2016/7/12,2,光電式煙感知器,個　,1,17600,17600,
81996,2016/7/12,3,取替費,式　,1,5000,5000,
81996,2016/7/12,4,出張費,式　,1,1500,1500,
81967,2016/7/12,1,訓練用消火器10本,式　,1,100000,100000,7月12日
82044,2016/7/11,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,
82044,2016/7/11,2,2140区　誘導灯工事,式　,1,520000,520000,7/2・11
82151,2016/7/11,1,見積番号：159,　　,      ,         ,          ,
82151,2016/7/11,2,三菱電機㈱冷熱システム製作所,　　,      ,         ,          ,
82151,2016/7/11,3,マインド受信機取替,式　,1,60000,60000,7月11日
82015,2016/7/11,1,ダイヤモンドプラザ　電球交換,　　,      ,         ,          ,
82015,2016/7/11,2,44388,　　,      ,         ,          ,
82015,2016/7/11,3,４階　廊下　ハロゲン球,個　,1,1600,1600,
82015,2016/7/11,4,６階　廊下　ハロゲン球,個　,1,1600,1600,
82015,2016/7/11,5,取替費,式　,1,2000,2000,
81980,2016/7/11,1,誘導灯取替工事,式　,1,75000,75000,7月11日
82078,2016/7/11,1,神戸ポートピアホテル（19階）,　　,      ,         ,          ,
82078,2016/7/11,2,客室改装に伴う非常放送ｽﾋﾟｰｶｰ移設工事,式　,1,60000,60000,7/4・11
81983,2016/7/11,1,ＬＥＤ照明器具取替,台　,1,12000,12000,7月11日
81974,2016/7/11,1,消防設備保守点検後改修工事,式　,1,34000,34000,7月11日
81995,2016/7/9,1,木もれ日館　305号室,　　,      ,         ,          ,7月9日
81995,2016/7/9,2,住警器(取付費込),台　,2,3700,7400,
81971,2016/7/9,1,消防設備保守点検（総合点検）,式　,1,40000,40000,7月9日
81966,2016/7/8,1,和綿ビル　消防設備保守点検,式　,1,25000,25000,7月8日
81966,2016/7/8,2,和綿工場　消防設備保守点検,式　,1,25000,25000,〃
82283,2016/7/8,1,丸和ニット,　　,      ,         ,          ,
82283,2016/7/8,2,防災設備点検,式　,1,30000,30000,7月8日
82045,2016/7/7,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,
82045,2016/7/7,2,シーサイド　7200区,　　,      ,         ,          ,
82045,2016/7/7,3,誘導灯取付工事,式　,1,857000,857000,6/18～7/7
82045,2016/7/7,4,追加工事,式　,1,80000,80000,〃
81997,2016/7/7,1,グリーンフル夏目Ⅱ　210号室,　　,      ,         ,          ,7月7日
81997,2016/7/7,2,住警器(取付費込),台　,3,3700,11100,
81997,2016/7/7,3,消火器4型,本　,1,4500,4500,
81997,2016/7/7,4,消火器処分費,本　,1,1000,1000,
81998,2016/7/7,1,ヴィラヤナセ,　　,      ,         ,          ,7月7日
81998,2016/7/7,2,消防設備保守点検に伴う修理,式　,1,710850,710850,
82168,2016/7/7,1,中江病院,　　,      ,         ,          ,
82168,2016/7/7,2,ＭＲＩ室内感知器取付工事,式　,1,30000,30000,6/12・7/7
82062,2016/7/7,1,大庫洋紙　消防設備保守点検(総合点検),式　,1,50000,50000,7月7日
81972,2016/7/6,1,ビジネスホテル圭,　　,      ,         ,          ,
81972,2016/7/6,2,消防設備保守点検（機器点検）,式　,1,45000,45000,7月6日
82003,2016/7/6,1,フォレストボックスⅠ　05号室,　　,      ,         ,          ,7月6日
82003,2016/7/6,2,室外表示灯取付,式　,1,9990,9990,
81968,2016/7/6,1,消防設備保守点検,式　,1,30000,30000,7月6日
82080,2016/7/6,1,ナンカイ工業,　　,      ,         ,          ,
82080,2016/7/6,2,自動火災報知設備幹線修理,式　,1,115000,115000,6月23日
81985,2016/7/6,1,エアコン取替工事,式　,1,70000,70000,7月6日
81979,2016/7/5,1,消防設備保守点検に伴う改修,式　,1,10000,10000,7月5日
81989,2016/7/5,1,旋盤電源増設工事,式　,1,92000,92000,
81989,2016/7/5,2,工場内照明器具不良取替工事,式　,1,30000,30000,
82041,2016/7/4,1,ＭＥＧＡドン・キホーテ紀の川,　　,      ,         ,          ,
82041,2016/7/4,2,消防設備保守点検（機器点検）,式　,1,82000,82000,7月4日
82002,2016/7/4,1,グリーンフル堂西　Ｂ棟205号室,　　,      ,         ,          ,7月4日
82002,2016/7/4,2,住警器(取付費込),台　,2,3700,7400,
81991,2016/7/4,1,第1ゼミナール　住吉浜口校,　　,      ,         ,          ,
81991,2016/7/4,2,消防設備工事,式　,1,353000,353000,6/20～7/4
82099,2016/7/3,1,朝日プラザ中之島,　　,      ,         ,          ,
82099,2016/7/3,2,消防設備保守点検（総合点検）,式　,1,180000,180000,7/2・3
82000,2016/7/2,1,グリーンフル堂西Ⅱ　203号室,　　,      ,         ,          ,7月2日
82000,2016/7/2,2,住警器(取付費込),台　,1,3700,3700,
82001,2016/7/2,1,ヒルパレス四季壱号館　205号室,　　,      ,         ,          ,7月2日
82001,2016/7/2,2,住警器(取付費込),台　,1,3700,3700,
81975,2016/7/1,1,和歌山王子コンテナ自動火災報知設備修理,式　,1,82000,82000,7月11日
81964,2016/7/1,1,粉末ABC消火器10型,本　,10,3800,38000,
81964,2016/7/1,2,機械泡界面活性剤（6L）,本　,1,16000,16000,
81984,2016/6/30,1,かがやきくらぶ様　給湯管漏水修理,　　,      ,         ,          ,
81984,2016/6/30,2,銅管　15A,ｃｍ,50,10,500,
81984,2016/6/30,3,同上継手材,式　,1,5500,5500,
81984,2016/6/30,4,配管工費,式　,1,35000,35000,
81984,2016/6/30,5,土間斫り・復旧費,式　,1,36000,36000,
81984,2016/6/30,6,雑材消耗品,式　,1,8000,8000,
81987,2016/6/30,1,みさき公園（プール管理棟）,　　,      ,         ,          ,
81987,2016/6/30,2,設置作成費,式　,1,15000,15000,
81945,2016/6/30,1,ホテルレクセンセミナー老人憩い大ホール,　　,      ,         ,          ,
81945,2016/6/30,2,契約金額\47000000の内出来高100％,式　,1,23500000,23500000,
81946,2016/6/30,1,NESTA RESORT神戸既存ホテル改修工事,　　,      ,         ,          ,
81946,2016/6/30,2,自動火災報知設備・放送設備　追加工事,式　,1,13600000,13600000,
81946,2016/6/30,3,スプリンクラー設備　追加工事,式　,1,12000000,12000000,
81946,2016/6/30,4,プール棟・体育館　消火設備,式　,1,1000000,1000000,
81948,2016/6/30,1,ゆめパラティース,　　,      ,         ,          ,
81948,2016/6/30,2,感知器増設・移設工事,式　,1,90000,90000,6/27・30
82063,2016/6/30,1,㈱カツラギロジテム・別棟,　　,      ,         ,          ,
82063,2016/6/30,2,消防設備保守点検（総合点検）,式　,1,50000,50000,6月30日
81935,2016/6/30,1,空調機撤去他電気設備工事,式　,1,73000,73000,
81970,2016/6/30,1,ひまわり作業所　様,　　,      ,         ,          ,
81970,2016/6/30,2,消防設備保守点検（総合点検）,式　,1,40000,40000,6月30日
81976,2016/6/29,1,非常警報設備複合装置　BHC-4112(ﾎｰﾁｷ),台　,9,11560,104040,6月29日
81976,2016/6/29,2,露出ボックス取付アダプター　YYE-C(ﾎｰﾁｷ),台　,9,3000,27000,〃
81976,2016/6/29,3,非常警報設備複合装置　EER(ﾆｯﾀﾝ),台　,4,13320,53280,7月15日
81976,2016/6/29,4,消火栓　ステッカー,枚　,1,500,500,〃
81976,2016/6/29,5,ドアストッパ　NSS-DS-N1(ﾆｯﾀﾝ),台　,2,10000,20000,7月12日
81958,2016/6/29,1,パルビル「かおり」ブレーカー取替,式　,1,14000,14000,
81990,2016/6/29,1,スカイビューけやき,　　,      ,         ,          ,
81990,2016/6/29,2,照明・空調機復旧工事,式　,1,182000,182000,5/23～6/29
81937,2016/6/29,1,消防設備保守点検（総合点検）,式　,1,70000,70000,6月29日
81981,2016/6/29,1,和歌山市中之島　自動販売機用差込増設工事,式　,1,34000,34000,6月29日
81977,2016/6/28,1,フレグランス曽屋　206号室,　　,      ,         ,          ,
81977,2016/6/28,2,感知器取替工事,式　,1,17000,17000,6月28日
81953,2016/6/28,1,オーエ本社,　　,      ,         ,          ,
81953,2016/6/28,2,感知器誤報調査及び取替工事,式　,1,8500,8500,6月28日
81929,2016/6/28,1,スロットスタジオ松原店,　　,      ,         ,          ,
81929,2016/6/28,2,消火器取替（廃棄処分含む）,式　,1,23000,23000,6月28日
82065,2016/6/28,1,延羽の湯　鶴橋店,　　,      ,         ,          ,
82065,2016/6/28,2,消防設備保守点検（総合点検）,式　,1,90000,90000,6月28日
82065,2016/6/28,3,防火対象物点検,式　,1,40000,40000,〃
81999,2016/6/27,1,コーポ三沢Ⅱ　１－Ｇ,　　,      ,         ,          ,6月27日
81999,2016/6/27,2,住警器(取付費込),台　,1,3700,3700,
81933,2016/6/27,1,ファースト　様,　　,      ,         ,          ,
81933,2016/6/27,2,消防設備保守点検（総合点検）,式　,1,40000,40000,6月27日
82020,2016/6/27,1,泉北高速鉄道,　　,      ,         ,          ,
82020,2016/6/27,2,自動火災報知設備工事,式　,1,150000,150000,5/31～6/27
81947,2016/6/26,1,123南昭和町店,　　,      ,         ,          ,
81947,2016/6/26,2,断線修理工事,式　,1,15000,15000,6月26日
81969,2016/6/25,1,株式会社アストライン　有本営業所,　　,      ,         ,          ,
81969,2016/6/25,2,消防設備保守点検（総合点検）,式　,1,60000,60000,6月25日
82012,2016/6/25,1,和歌山病院　病棟建替え整備工事,　　,      ,         ,          ,6/20～25
82012,2016/6/25,2,既存自火報受信機・端子盤組替,式　,1,220000,220000,
82012,2016/6/25,3,総合試験調整費,式　,1,50000,50000,
82012,2016/6/25,4,既存自火報受信機　ＬＯＭ製作費,式　,1,340000,340000,
82012,2016/6/25,5,既存自火報受信機　ＬＯＭ表示基板,枚　,1,140000,140000,
82012,2016/6/25,6,既存自火報受信機　副受信機表示基板,枚　,1,120000,120000,
81959,2016/6/25,1,ヒダカヤ榎原店,　　,      ,         ,          ,
81959,2016/6/25,2,撤去及び取付、テスト(非常照明取替含む),式　,1,38000,38000,6/24・25
81936,2016/6/25,1,有田市役所,　　,      ,         ,          ,
81936,2016/6/25,2,消防設備保守点検に伴う修理,式　,1,304000,304000,6月25日
81923,2016/6/25,1,山路ハイツ,　　,      ,         ,          ,
81923,2016/6/25,2,消防設備保守点検,式　,1,20000,20000,6月25日
81954,2016/6/24,1,生協病院,　　,      ,         ,          ,
81954,2016/6/24,2,感知器撤去及び取付工事,式　,1,30000,30000,6月24日
82040,2016/6/23,1,岸和田競輪場・ｻｲｸﾙ会館・ｸﾗﾌﾞﾊｳｽ,　　,      ,         ,          ,
82040,2016/6/23,2,消防設備保守点検（機器点検）,式　,1,230000,230000,6/1～23
82022,2016/6/23,1,見積番号：157,　　,      ,         ,          ,
82022,2016/6/23,2,消防自動車用バッテリー取替,式　,1,10000,10000,6月23日
82150,2016/6/23,1,見積番号：164,　　,      ,         ,          ,
82150,2016/6/23,2,三菱電機㈱冷熱システム製作所,　　,      ,         ,          ,
82150,2016/6/23,3,４工場　誘導灯取替工事,式　,1,12000,12000,6月23日
81921,2016/6/23,1,グリーンマンションⅡ,　　,      ,         ,          ,6月23日
81921,2016/6/23,2,消火器10型,本　,2,5700,11400,
81921,2016/6/23,3,消火器処分費,本　,2,1000,2000,
81938,2016/6/23,1,粉末ＡＢＣ消火器１０型,本　,10,2900,29000,6月23日
81919,2016/6/23,1,123緑橋店,　　,      ,         ,          ,
81919,2016/6/23,2,消防設備保守点検後改修工事,式　,1,300000,300000,6月23日
81920,2016/6/23,1,123交野店,　　,      ,         ,          ,
81920,2016/6/23,2,消火水槽ボールタップ取替工事,式　,1,19000,19000,6月23日
82084,2016/6/23,1,ドン.キホーテ川西店,　　,      ,         ,          ,
82084,2016/6/23,2,火災代表移信追加工事,式　,1,140000,140000,6/22・23
82178,2016/6/23,1,123岡崎店,　　,      ,         ,          ,
82178,2016/6/23,2,メーカー出張費,式　,1,15000,15000,6月23日
81952,2016/6/22,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,
81952,2016/6/22,2,1230区　原状復旧工事,式　,1,1124000,1124000,6/1～22
81952,2016/6/22,3,〃　スプリンクラー設備工事,式　,1,800000,800000,〃
81922,2016/6/22,1,グリーンフル中島　302号室,　　,      ,         ,          ,6月22日
81922,2016/6/22,2,住警器(取付費込),台　,1,3700,3700,
82064,2016/6/22,1,ＪＯＹＳＯＵＮＤ上本町駅前店,　　,      ,         ,          ,
