"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
79559,170,メゾン・ルテシィア                      ,式　,1,486,486,                    ,2014/11/20,
79559,171,シャーメゾン下津                        ,式　,1,680,680,                    ,2014/11/20,
79559,172,リヴェール　ヒデ                        ,式　,1,756,756,                    ,2014/11/20,
79559,173,シャーメゾンくすの木                    ,式　,1,1944,1944,                    ,2014/11/20,
79559,174,シャーメゾン笠松                        ,式　,1,756,756,                    ,2014/11/20,
79559,175,パークハイツ                            ,式　,1,486,486,                    ,2014/11/20,
79559,176,サニーハイツ向島                        ,式　,1,486,486,                    ,2014/11/20,
79559,177,リバーサイド湯浅                        ,式　,1,756,756,                    ,2014/11/20,
79559,178,ラガール湯浅                            ,式　,1,486,486,                    ,2014/11/20,
79559,179,五月ハイツ                              ,式　,1,1361,1361,                    ,2014/11/20,
79559,180,アン・セリジェ                          ,式　,1,756,756,                    ,2014/11/20,
79559,181,ブランシェ前田                          ,式　,1,756,756,                    ,2014/11/20,
79559,182,シャーメゾン青木                        ,式　,1,756,756,                    ,2014/11/20,
79559,183,フォーナス                              ,式　,1,950,950,                    ,2014/11/20,
79559,184,パレスデュオ・照（テラス）              ,式　,1,756,756,                    ,2014/11/20,
79559,185,シャーメゾンハーヴェスト                ,式　,1,756,756,                    ,2014/11/20,
79559,186,クレール松ヶ丘                          ,式　,1,486,486,                    ,2014/11/20,
79559,187,クレール                                ,式　,1,756,756,                    ,2014/11/20,
79559,188,アン・セリジェ　Ⅱ                      ,式　,1,486,486,                    ,2014/11/20,
79559,189,フレグランス二里ヶ浜                    ,式　,1,756,756,                    ,2014/11/20,
79559,190,アベニール                              ,式　,1,756,756,                    ,2014/11/20,
79559,191,ディアス赤坂                            ,式　,1,756,756,                    ,2014/11/20,
79559,192,カサ・フィオーレＦＧ                    ,式　,1,756,756,                    ,2014/11/20,
79559,193,ブランシェ旭　Ａ棟                      ,式　,1,486,486,                    ,2014/11/20,
79559,194,ブランシェ旭　Ｂ棟                      ,式　,1,486,486,                    ,2014/11/20,
79559,195,シャーメゾン安上                        ,式　,1,950,950,                    ,2014/11/20,
79559,196,フローラ                                ,式　,1,756,756,                    ,2014/11/20,
79559,197,ワイズコート                            ,式　,1,486,486,                    ,2014/11/20,
79559,198,シャーメゾン西高松                      ,式　,1,486,486,                    ,2014/11/20,
79559,199,シャーメゾン木ノ本                      ,式　,1,680,680,                    ,2014/11/20,
79559,200,ブランシェＳ                            ,式　,1,680,680,                    ,2014/11/20,
79559,201,ディアスＡＫＩＨＯ                      ,式　,1,680,680,                    ,2014/11/20,
79559,202,シャーメゾン岸宮                        ,式　,1,486,486,                    ,2014/11/20,
79559,203,シャンブルＭ                            ,式　,1,950,950,                    ,2014/11/20,
79559,204,シャーメゾン幸輝                        ,式　,1,1145,1145,                    ,2014/11/20,
79559,205,ボナール千且                            ,式　,1,756,756,                    ,2014/11/20,
79559,206,イマージュ浜の宮                        ,式　,1,486,486,                    ,2014/11/20,
79559,207,ヴィラ天神崎                            ,式　,1,918,918,                    ,2014/11/20,
79559,208,シャーメゾンフクイ                      ,式　,1,486,486,                    ,2014/11/20,
79559,209,アヴェンヌ太田                          ,式　,1,1102,1102,                    ,2014/11/20,
79559,210,メゾネット松島                          ,式　,1,486,486,                    ,2014/11/20,
79559,211,シャーメゾン今福                        ,式　,1,486,486,                    ,2014/11/20,
79559,212,イマージュ浜の宮Ⅱ                      ,式　,1,680,680,                    ,2014/11/20,
79559,213,ＫＹＡＲＡ　ＭＡＩＳＯＮ　Ⅱ            ,式　,1,486,486,                    ,2014/11/20,
79559,214,シャーメゾン西浜Ａ                      ,式　,1,680,680,                    ,2014/11/20,
79559,215,和歌浦ガーデンテラス                    ,式　,1,1296,1296,                    ,2014/11/20,
79559,216,シャーメゾン彩都Ａ                      ,式　,1,680,680,                    ,2014/11/20,
79559,217,シャーメゾンロイヤルヒルズⅠ            ,式　,1,486,486,                    ,2014/11/20,
79559,218,シャーメゾン下津野                      ,式　,1,1145,1145,                    ,2014/11/20,
79559,219,シャーメゾン砂山南                      ,式　,1,5800,5800,                    ,2014/11/20,
79559,220,べレオＫ                                ,式　,1,2030,2030,                    ,2014/11/20,
79559,221,べレオ太田                              ,式　,1,2030,2030,                    ,2014/11/20,
79630,1,・(仮称)橋本市神野々ﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ新築工事,　　,      ,         ,          ,                    ,2014/11/20,
79630,2,・音和舎                                ,　　,      ,         ,          ,                    ,2014/11/20,
79630,3,　　火災報知設備工事                    ,式　,1,400000,400000,                    ,2014/11/20,
79583,1,夕凪　電気工事                          ,　　,      ,         ,          ,                    ,2014/11/20,
79583,2,￥2770000の内　最終御請求金額           ,式　,1,770000,770000,                    ,2014/11/20,
79584,1,夕凪　空調設備工事                      ,　　,      ,         ,          ,                    ,2014/11/20,
79584,2,￥3394000の内　最終御請求金額           ,式　,1,1018200,1018200,                    ,2014/11/20,
79574,1,ハオ作業所　様                          ,　　,      ,         ,          ,                    ,2014/11/20,
79574,2,消防設備工事                            ,式　,1,950000,950000,                    ,2014/11/20,
79625,1,11/19　ライオンズマンション関戸         ,　　,      ,         ,          ,                    ,2014/11/19,
79625,2,連結送水管耐圧試験                      ,式　,1,50000,50000,                    ,2014/11/19,
79575,1,第2川端マンション　106号室              ,　　,      ,         ,          ,                    ,2014/11/19,
79575,2,住警器(取付費込)                        ,個　,3,3700,11100,                    ,2014/11/19,
79577,1,ダイヤモンドプラザ　電球交換            ,　　,      ,         ,          ,                    ,2014/11/19,
79577,2,11月19日,　　,      ,         ,          ,                    ,2014/11/19,
79577,3,１階　廊下　ハロゲン球                  ,個　,3,1600,4800,                    ,2014/11/19,
79577,4,５階　階段　シリカ球                    ,個　,1,350,350,                    ,2014/11/19,
79577,5,６階　共用部　ハロゲン球                ,個　,1,1600,1600,                    ,2014/11/19,
79577,6,外部　看板　ＦＬ３２Ｗ                  ,本　,1,480,480,                    ,2014/11/19,
79577,7,取替費                                  ,式　,1,6000,6000,                    ,2014/11/19,
79560,1,フリューゲル21　303号室                 ,　　,      ,         ,          ,                    ,2014/11/18,
79560,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/11/18,
79751,1,消防設備保守点検                        ,式　,1,70000,70000,                    ,2014/11/18,
79558,1,VA1.6-C                                 ,ｍ　,100,35,3500,                    ,2014/11/17,
79558,2,VA2.0-2C                                ,ｍ　,200,65,13000,                    ,2014/11/17,
79558,3,VA2.0-3C                                ,ｍ　,100,100,10000,                    ,2014/11/17,
79558,4,VA1.6-3C                                ,ｍ　,100,65,6500,                    ,2014/11/17,
79558,5,AEI4X0.9                                ,ｍ　,200,29,5800,                    ,2014/11/17,
79558,6,IV1.6(G)緑                              ,ｍ　,300,22,6600,                    ,2014/11/17,
79558,7,IV5.5(G)緑                              ,ｍ　,30,55,1650,                    ,2014/11/17,
79645,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/11/17,
79645,2,笠田東児童館（機器点検）                ,式　,1,7000,7000,                    ,2014/11/17,
79645,3,笠田公民館佐野分館（機器点検）          ,式　,1,9000,9000,                    ,2014/11/17,
79645,4,四郷地域交流センター（機器点検）        ,式　,1,20000,20000,                    ,2014/11/17,
79622,1,11/1・15　八尾総合病院                  ,　　,      ,         ,          ,                    ,2014/11/15,
79622,2,ＭＲＩ室感知器撤去工事                  ,式　,1,230000,230000,                    ,2014/11/15,
79580,1,定温式ｽﾎﾟｯﾄ型感知器特種(ﾍﾞｰｽ込)TCD-60-PH,個　,1,1996,1996,                    ,2014/11/14,
79579,1,平賀　様分                              ,　　,      ,         ,          ,                    ,2014/11/14,
79579,2,消火栓ホース　40A×15m                  ,本　,6,6000,36000,                    ,2014/11/14,
79585,1,いちごの里                              ,　　,      ,         ,          ,                    ,2014/11/14,
79585,2,火災通報装置連動工事                    ,式　,1,70000,70000,                    ,2014/11/14,
79763,1,大東中央病院                            ,　　,      ,         ,          ,                    ,2014/11/14,
79763,2,スプリンクラー設備工事                  ,式　,1,415000,415000,                    ,2014/11/14,
79764,1,大東中央病院                            ,　　,      ,         ,          ,                    ,2014/11/14,
79764,2,差動式スポット型感知器2種               ,個　,1,1850,1850,                    ,2014/11/14,
79764,3,配線材料費                              ,式　,1,1000,1000,                    ,2014/11/14,
79764,4,工事費                                  ,式　,1,20000,20000,                    ,2014/11/14,
79764,5,試験調整費                              ,式　,1,5000,5000,                    ,2014/11/14,
79764,6,諸経費                                  ,式　,1,1650,1650,                    ,2014/11/14,
79643,1,カツラギロジテム                        ,　　,      ,         ,          ,                    ,2014/11/14,
79643,2,フロートスイッチ取替工事                ,式　,1,15000,15000,                    ,2014/11/14,
79616,1,株式会社島精機製作所                    ,　　,      ,         ,          ,                    ,2014/11/14,
79616,2,断線修理                                ,式　,1,130000,130000,                    ,2014/11/14,
79624,1,11/13　イオンタウン羽倉崎               ,　　,      ,         ,          ,                    ,2014/11/13,
79624,2,カットリレー取付工事                    ,式　,1,77000,77000,                    ,2014/11/13,
79739,1,11/4～13　りんくうプレミアムアウトレット,　　,      ,         ,          ,                    ,2014/11/13,
79739,2,消防設備保守点検（機器点検）            ,式　,1,730000,730000,                    ,2014/11/13,
79626,1,消防設備保守点検                        ,式　,1,35000,35000,                    ,2014/11/13,
79627,1,自動火災報知設備未警戒改修工事          ,式　,1,56000,56000,                    ,2014/11/13,
79590,1,火災通報装置連動停止ｽｲｯﾁ取付工事        ,式　,1,70000,70000,                    ,2014/11/11,
79562,1,グリーンヒルＩ　503号室                 ,　　,      ,         ,          ,                    ,2014/11/11,
79562,2,住警器(取付費込)                        ,個　,3,3700,11100,                    ,2014/11/11,
79563,1,木もれ日館　202号室                     ,　　,      ,         ,          ,                    ,2014/11/11,
79563,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/11/11,
79634,1,ホテルシルフ　205号                     ,　　,      ,         ,          ,                    ,2014/11/11,
79634,2,クーラー取替工事                        ,式　,1,80000,80000,                    ,2014/11/11,
79604,1,富田病院                                ,　　,      ,         ,          ,                    ,2014/11/11,
79604,2,差動式スポット型感知器2種(既設品)       ,個　,4,         ,          ,                    ,2014/11/11,
79604,3,差動式スポット型感知器2種               ,個　,1,1480,1480,                    ,2014/11/11,
79604,4,電線AE0.9X4C                            ,ｍ　,10,30,300,                    ,2014/11/11,
79604,5,工事費                                  ,式　,1,20000,20000,                    ,2014/11/11,
79604,6,消防手続立会試験費                      ,式　,1,30000,30000,                    ,2014/11/11,
79604,7,試験調整費                              ,式　,1,5000,5000,                    ,2014/11/11,
79604,8,消耗品雑材費                            ,式　,1,1000,1000,                    ,2014/11/11,
79604,9,諸経費                                  ,式　,1,2220,2220,                    ,2014/11/11,
79689,1,消防設備保守点検（総合点検）            ,式　,1,20000,20000,                    ,2014/11/10,
79656,1,太田ビル様                              ,　　,      ,         ,          ,                    ,2014/11/10,
79656,2,消防設備保守点検                        ,式　,1,60000,60000,                    ,2014/11/10,
79688,1,パーラーアサヒ様                        ,　　,      ,         ,          ,                    ,2014/11/10,
79688,2,消防設備保守点検                        ,式　,1,30000,30000,                    ,2014/11/10,
79596,1,ﾗﾋﾟｯﾄ蛍光灯　FLR110W 1本交換            ,式　,1,3800,3800,                    ,2014/11/9,
79614,1,酒樽蛇口                                ,式　,1,9500,9500,                    ,2014/11/9,
79614,2,上記取替費                              ,式　,1,15000,15000,                    ,2014/11/9,
79619,1,11/7・8　プリマード東岸和田             ,　　,      ,         ,          ,                    ,2014/11/8,
79619,2,消防設備保守点検（機器点検）            ,式　,1,160000,160000,                    ,2014/11/8,
79564,1,シャムール関戸　108号室                 ,　　,      ,         ,          ,                    ,2014/11/8,
79564,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/11/8,
79648,1,近江加工                                ,　　,      ,         ,          ,                    ,2014/11/8,
79648,2,消防設備工事                            ,式　,1,200000,200000,                    ,2014/11/8,
79561,1,グリーンフル今中　111号室               ,　　,      ,         ,          ,                    ,2014/11/7,
79561,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/11/7,
79561,3,消火器4型                               ,本　,1,4500,4500,                    ,2014/11/7,
79561,4,消火器処分費                            ,式　,1,1000,1000,                    ,2014/11/7,
79610,1,ぶっとく幼稚園                          ,　　,      ,         ,          ,                    ,2014/11/7,
79610,2,屋内消火栓点検                          ,式　,1,10000,10000,                    ,2014/11/7,
79595,1,有田市役所　消火器取替                  ,式　,1,290000,290000,                    ,2014/11/7,
79638,1,有田福祉会館なごみ                      ,　　,      ,         ,          ,                    ,2014/11/7,
79638,2,消防設備保守点検後改修工事              ,式　,1,42500,42500,                    ,2014/11/7,
79565,1,シティプラザ東紺屋町　202号室           ,　　,      ,         ,          ,                    ,2014/11/6,
79565,2,住警器(取付費込)                        ,個　,3,3700,11100,                    ,2014/11/6,
79761,1,Ａ－ＳＴＹＬＥ                          ,　　,      ,         ,          ,                    ,2014/11/6,
79761,2,消防設備保守点検(総合・防火対象物点検)  ,式　,1,50000,50000,                    ,2014/11/6,
79581,1,差動式ｽﾎﾟｯﾄ型感知器2種                  ,個　,1,1482,1482,                    ,2014/11/6,
79553,1,歯医者　様分                            ,　　,      ,         ,          ,                    ,2014/11/6,
79553,2,粉末ABC消火器10型                       ,本　,3,3800,11400,                    ,2014/11/6,
79553,3,消火器設置台                            ,台　,4,1000,4000,                    ,2014/11/6,
79553,4,消火器処分費                            ,本　,3,700,2100,                    ,2014/11/6,
79628,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,                    ,2014/11/4,
79628,2,10/14～11/11　消防設備保守点検(機器)    ,式　,1,2020000,2020000,                    ,2014/11/4,
79628,3,10/29～11/4　防災管理点検               ,式　,1,200000,200000,                    ,2014/11/4,
79572,1,アネシス・ヒロ　202号室                 ,　　,      ,         ,          ,                    ,2014/11/4,
79572,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/11/4,
79752,1,ホテルヌーバ　消防設備保守点検          ,式　,1,30000,30000,                    ,2014/11/3,
79618,1,11/1　123初島店                         ,　　,      ,         ,          ,                    ,2014/11/1,
79618,2,消防設備保守点検（機器点検）            ,式　,1,38000,38000,                    ,2014/11/1,
79597,1,美浜町立ひまわりこども園                ,　　,      ,         ,          ,                    ,2014/11/1,
79597,2,消防設備保守点検（機器点検）            ,式　,1,60000,60000,                    ,2014/11/1,
79786,1,プチマンションまつえ                    ,　　,      ,         ,          ,                    ,2014/11/1,
79786,2,消火器使用法                            ,枚　,1,150,150,                    ,2014/11/1,
79786,3,取付費                                  ,枚　,1,300,300,                    ,2014/11/1,
79615,1,業務スーパーヒダカヤ海南店              ,　　,      ,         ,          ,                    ,2014/11/1,
79615,2,アッテネーター移設工事                  ,式　,1,20000,20000,                    ,2014/11/1,
79507,1,近畿大学付属新宮高等学校・中学校(仮称)  ,　　,      ,         ,          ,                    ,2014/10/31,
79507,2,1号棟新設電気設備工事                   ,式　,1,295000,295000,                    ,2014/10/31,
79532,1,よつば動物病院新築工事                  ,　　,      ,         ,          ,                    ,2014/10/31,
79532,2,電気工事￥6100000の内20％               ,式　,1,1220000,1220000,                    ,2014/10/31,
79532,3,空調工事￥4500000の内20％               ,式　,1,900000,900000,                    ,2014/10/31,
79554,1,見好公民館                              ,　　,      ,         ,          ,                    ,2014/10/31,
79554,2,消防設備保守点検後改修                  ,式　,1,17000,17000,                    ,2014/10/31,
79555,1,大谷公民館                              ,　　,      ,         ,          ,                    ,2014/10/31,
79555,2,消防設備保守点検後改修                  ,式　,1,20000,20000,                    ,2014/10/31,
79556,1,笠田公民館　佐野分館                    ,　　,      ,         ,          ,                    ,2014/10/31,
79556,2,消防設備保守点検後改修                  ,式　,1,24000,24000,                    ,2014/10/31,
79557,1,永山病院                                ,　　,      ,         ,          ,                    ,2014/10/31,
79557,2,誘導灯本体取替工事                      ,式　,1,135000,135000,                    ,2014/10/31,
79758,1,永山病院                                ,　　,      ,         ,          ,                    ,2014/10/31,
79758,2,消火器点検                              ,式　,1,20000,20000,                    ,2014/10/31,
79567,1,ひらたパークハイツ　303号室             ,　　,      ,         ,          ,                    ,2014/10/30,
79567,2,住警器(取付費込)                        ,個　,2,3700,7400,                    ,2014/10/30,
79535,1,車両用消火器　PEP-10V(ﾘｻｲｸﾙｼｰﾙ込)       ,本　,2,9000,18000,                    ,2014/10/30,
79535,2,送料                                    ,式　,1,700,700,                    ,2014/10/30,
79547,1,１２３初島店                            ,　　,      ,         ,          ,                    ,2014/10/30,
79547,2,給水加圧ポンプ取替工事                  ,式　,1,1103000,1103000,                    ,2014/10/30,
79547,3,受水槽ペンキ塗り                        ,式　,1,70000,70000,                    ,2014/10/30,
79592,1,茶話本舗　守山                          ,　　,      ,         ,          ,                    ,2014/10/30,
79592,2,消防設備工事                            ,式　,1,449000,449000,                    ,2014/10/30,
79566,1,グリーンフル中西　206号室               ,　　,      ,         ,          ,                    ,2014/10/29,
79566,2,住警器(取付費込)                        ,個　,3,3700,11100,                    ,2014/10/29,
79633,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/10/29,
79633,2,ホテルシルフ（総合点検）                ,式　,1,50000,50000,                    ,2014/10/29,
79552,1,消防設備保守点検後改修工事              ,　　,      ,         ,          ,                    ,2014/10/29,
79552,2,自動火災報知設備バッテリー              ,個　,1,20000,20000,                    ,2014/10/29,
79552,3,取替費                                  ,式　,1,3000,3000,                    ,2014/10/29,
79642,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/10/29,
79642,2,サービス付高齢者向け住宅富士桜(機器)    ,式　,1,75000,75000,                    ,2014/10/29,
79568,1,グリーンフル夏目　103号室               ,　　,      ,         ,          ,                    ,2014/10/28,
79568,2,住警器(取付費込)                        ,個　,1,3700,3700,                    ,2014/10/28,
79568,3,消火器4型                               ,本　,1,4500,4500,                    ,2014/10/28,
79568,4,消火器処分費                            ,式　,1,1000,1000,                    ,2014/10/28,
79541,1,みのり会館                              ,　　,      ,         ,          ,                    ,2014/10/28,
79541,2,差動式スポット型感知器2種               ,個　,1,1850,1850,                    ,2014/10/28,
79541,3,撤去及び総合盤移設・取付工事            ,式　,1,50000,50000,                    ,2014/10/28,
79541,4,諸経費                                  ,式　,1,5150,5150,                    ,2014/10/28,
79621,1,10/27　ライオンズマンション三木町       ,　　,      ,         ,          ,                    ,2014/10/27,
79621,2,誘導灯バッテリー交換                    ,式　,1,12000,12000,                    ,2014/10/27,
79569,1,シティガーデン舟大工　401号室           ,　　,      ,         ,          ,                    ,2014/10/27,
79569,2,避難はしご表示板                        ,枚　,1,600,600,                    ,2014/10/27,
79569,3,取付費                                  ,式　,1,300,300,                    ,2014/10/27,
79569,4,出張費                                  ,式　,1,1500,1500,                    ,2014/10/27,
79570,1,サンハウス　110号室                     ,　　,      ,         ,          ,                    ,2014/10/27,
79570,2,住警器(取付費込)                        ,個　,3,3700,11100,                    ,2014/10/27,
79570,3,消火器4型                               ,本　,1,4500,4500,                    ,2014/10/27,
79570,4,消火器処分費                            ,式　,1,1000,1000,                    ,2014/10/27,
79571,1,第2マンション岡本　302号室              ,　　,      ,         ,          ,                    ,2014/10/27,
79571,2,定温式熱感知器(支給品)再取付工事        ,　　,      ,         ,          ,                    ,2014/10/27,
79571,3,取付施工費                              ,式　,1,5000,5000,                    ,2014/10/27,
79571,4,出張費                                  ,式　,1,1500,1500,                    ,2014/10/27,
79598,1,下富安団地　消防設備点検（総合点検）    ,式　,1,31660,31660,                    ,2014/10/26,
79598,2,藤田団地　消防設備点検（総合点検）      ,式　,1,40800,40800,                    ,2014/10/26,
79613,1,かがやきくらぶ様                        ,　　,      ,         ,          ,                    ,2014/10/26,
79613,2,いぶき　撤去・運搬・処分費              ,式　,1,40000,40000,                    ,2014/10/26,
79613,3,いぶき(根)　撤去・運搬・処分費          ,式　,1,45000,45000,                    ,2014/10/26,
79508,1,(仮称)楠見第3介護ｾﾝﾀｰすずらん新築工事   ,　　,      ,         ,          ,                    ,2014/10/25,
79508,2,契約金額￥14000000の内出来高23％        ,式　,1,1120000,1120000,                    ,2014/10/25,
79509,1,(仮称)楠見ｼﾙﾊﾞｰﾎｰﾑまごころ新築工事      ,　　,      ,         ,          ,                    ,2014/10/25,
79509,2,契約金額￥18390000の内出来高25％        ,式　,1,919500,919500,                    ,2014/10/25,
79578,1,和歌浦トイレ電気設備工事                ,式　,1,27000,27000,                    ,2014/10/24,
79620,1,10/23　123はりまや橋店                  ,　　,      ,         ,          ,                    ,2014/10/23,
79620,2,消防設備保守点検（機器点検）            ,式　,1,225000,225000,                    ,2014/10/23,
79530,1,10/20～22　イオンモールりんくう泉南     ,　　,      ,         ,          ,                    ,2014/10/22,
79530,2,駐車場感知器取替工事                    ,式　,1,2327400,2327400,                    ,2014/10/22,
79549,1,山内農場　尾崎店　１階                  ,　　,      ,         ,          ,                    ,2014/10/22,
79549,2,消防設備工事                            ,式　,1,421000,421000,                    ,2014/10/22,
79550,1,山内農場　尾崎店　２階                  ,　　,      ,         ,          ,                    ,2014/10/22,
79550,2,消防設備工事                            ,式　,1,243000,243000,                    ,2014/10/22,
79641,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/10/22,
79641,2,123論田店（機器点検）                   ,式　,1,60000,60000,                    ,2014/10/22,
79641,3,123田宮店（機器点検）                   ,式　,1,90000,90000,                    ,2014/10/22,
79641,4,123阿南店（機器点検）                   ,式　,1,60000,60000,                    ,2014/10/22,
79591,1,茶話本舗　彦根                          ,　　,      ,         ,          ,                    ,2014/10/21,
79591,2,消防設備工事                            ,式　,1,475000,475000,                    ,2014/10/21,
79515,1,事務所照明器具取替工事                  ,式　,1,97000,97000,                    ,2014/10/20,
79488,1,作業服(冬服)　カーゴパンツ　85、76      ,本　,2,2550,5100,                    ,2014/10/20,
79488,2,作業服(冬服)ジャンバー　Ｌ              ,枚　,1,3000,3000,                    ,2014/10/20,
79472,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/10/20,
79472,2,ポートタウン島橋（総合点検）            ,式　,1,59840,59840,                    ,2014/10/20,
79472,3,シティハイツアルム（総合点検）          ,式　,1,39240,39240,                    ,2014/10/20,
79472,4,ヴァンティアン舟津（総合点検）          ,式　,1,25000,25000,                    ,2014/10/20,
79472,5,アメニティ黒田（総合点検）              ,式　,1,42680,42680,                    ,2014/10/20,
79497,1,佐野中学校耐震工事改修工事の内          ,　　,      ,         ,          ,                    ,2014/10/20,
79497,2,　　自動火災報知設備                    ,　　,      ,         ,          ,                    ,2014/10/20,
79497,3,契約金額￥1700000の内出来高50％         ,式　,1,850000,850000,                    ,2014/10/20,
79473,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2014/10/20,
79473,2,シャーメゾンオーキッド                  ,式　,1,756,756,                    ,2014/10/20,
79473,3,メゾンクレール                          ,式　,1,486,486,                    ,2014/10/20,
79473,4,フォーレスロ―カット                    ,式　,1,1296,1296,                    ,2014/10/20,
79473,5,シャーメゾン府中                        ,式　,1,486,486,                    ,2014/10/20,
79473,6,ヴィオス神前                            ,式　,1,486,486,                    ,2014/10/20,
79473,7,ヴィオトープ                            ,式　,1,756,756,                    ,2014/10/20,
79473,8,ジュリアード松江                        ,式　,1,756,756,                    ,2014/10/20,
79473,9,シャーメゾンうの                        ,式　,1,486,486,                    ,2014/10/20,
79473,10,シャーメゾン広川                        ,式　,1,486,486,                    ,2014/10/20,
79473,11,メゾン・ルテシィアⅡ                    ,式　,1,486,486,                    ,2014/10/20,
79473,12,シャーメゾン岩出                        ,式　,1,691,691,                    ,2014/10/20,
79473,13,シャーメゾン黒江                        ,式　,1,486,486,                    ,2014/10/20,
79473,14,シャーメゾン野田                        ,式　,1,724,724,                    ,2014/10/20,
