"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
88452,2021/3/31,3,吹上小学校外2校消防設備整備業務委託,式　,1,385000,385000,〃
88452,2021/3/31,4,川永小学校外4校消防設備整備業務委託,式　,1,198000,198000,〃
88452,2021/3/31,5,木本小学校外4校消防設備整備業務委託,式　,1,375000,375000,〃
88452,2021/3/31,6,楠見中学校外1校消防設備整備業務委託,式　,1,114000,114000,〃
88402,2021/3/31,1,消防設備保守点検,　　,      ,         ,          ,
88402,2021/3/31,2,Ｄ－Ｒｏｏｍ出島（総合点検）,式　,1,34040,34040,3/26、3/27
88418,2021/3/31,1,消防設備保守点検,　　,      ,         ,          ,
88418,2021/3/31,2,焼肉三国一海南店（総合点検）,式　,1,24000,24000,3月1日
88418,2021/3/31,3,U-Carプラザ和歌山インター店（総合点検）,式　,1,25000,25000,3月11日
88418,2021/3/31,4,ぱん工房かたつむり（総合点検）,式　,1,20000,20000,3月16日
88418,2021/3/31,5,おかし工房桜和（総合点検）,式　,1,20000,20000,〃
88418,2021/3/31,6,ミラック（総合点検）,式　,1,18000,18000,3月25日
88459,2021/3/31,1,志茂合繊メリヤス㈱,　　,      ,         ,          ,
88459,2021/3/31,2,消防設備修理工事,式　,1,404000,404000,
88439,2021/3/31,1,納品,　　,      ,         ,          ,
88439,2021/3/31,2,表示灯,個　,1,1500,1500,3月31日
88392,2021/3/31,1,ＡＬＬＡＧＩ堺店,　　,      ,         ,          ,
88392,2021/3/31,2,消防設備工事,式　,1,921000,921000,2/8～3/30
88392,2021/3/31,3,消火器処分費,本　,6,800,4800,〃
88454,2021/3/31,1,粉末ABC10型消火器,本　,3,4500,13500,
88454,2021/3/31,2,処分費,本　,3,1000,3000,
88454,2021/3/31,3,※4/8実施,　　,      ,         ,          ,
88450,2021/3/31,1,消防設備保守点検,　　,      ,         ,          ,
88450,2021/3/31,2,スーパーエバグリーン広陵店（機器点検）,式　,1,24000,24000,3月31日
88396,2021/3/31,1,123＋Nはりまや橋店,　　,      ,         ,          ,
88396,2021/3/31,2,駐車場4階西・4階東,　　,      ,         ,          ,
88396,2021/3/31,3,自動火災報知設備断線修理工事,式　,1,1000000,1000000,2/4～3/12
88396,2021/3/31,4,　,　　,      ,         ,          ,
88396,2021/3/31,5,消防設備保守点検後不備改修工事,式　,1,113000,113000,3月31日
88399,2021/3/31,1,123+N岡山本店,　　,      ,         ,          ,
88399,2021/3/31,2,防火シャッター鍵　調査及び納品,式　,1,100000,100000,
88400,2021/3/31,1,123有田店,　　,      ,         ,          ,
88400,2021/3/31,2,仮設工事,式　,1,273000,273000,
88401,2021/3/31,1,ホームズ尼崎店,　　,      ,         ,          ,
88401,2021/3/31,2,自動火災報知設備更新工事,式　,1,14000000,14000000,3/30消検
88437,2021/3/31,1,消防設備保守点検,　　,      ,         ,          ,
88437,2021/3/31,2,123座間店（総合点検）,式　,1,160000,160000,2月18日
88437,2021/3/31,3,〃　（防火対象物点検）,式　,1,50000,50000,〃
88437,2021/3/31,4,ふくちぁんラーメン（総合点検）,式　,1,24000,24000,2月22日
88437,2021/3/31,5,123松原店・立駐・レストコーナー(総合点検,式　,1,100000,100000,〃
88437,2021/3/31,6,〃　（防火対象物点検）,式　,1,40000,40000,〃
88437,2021/3/31,7,NESTA RESOAT KOBE（機器点検）,式　,1,1300000,1300000,2/24～3/4
88437,2021/3/31,8,延田ビル（機器点検）,式　,1,60000,60000,2月27日
88437,2021/3/31,9,旭物流第8倉庫（機器点検）,式　,1,50000,50000,3月3日
88437,2021/3/31,10,123大林店（機器点検）,式　,1,60000,60000,3月4日
88437,2021/3/31,11,123南昭和店（総合点検）,式　,1,135000,135000,3月5日
88437,2021/3/31,12,〃　（防火対象物点検）,式　,1,40000,40000,〃
88437,2021/3/31,13,123+N和歌山本店・立駐（機器点検）,式　,1,100000,100000,〃
88437,2021/3/31,14,123堺インター店・駐車場（総合点検）,式　,1,100000,100000,3月9日
88437,2021/3/31,15,〃　（防火対象物点検）,式　,1,40000,40000,〃
88437,2021/3/31,16,123松茂店（機器点検）,式　,1,90000,90000,〃
88437,2021/3/31,17,123上板店（機器点検）,式　,1,55000,55000,3月12日
88445,2021/3/31,1,123南昭和店,　　,      ,         ,          ,
88445,2021/3/31,2,消防設備保守点検後不備改修工事,」式,1,50000,50000,3月31日
88451,2021/3/31,1,123南昭和店,　　,      ,         ,          ,
88451,2021/3/31,2,立体駐車場3階　発信機中継器取替工事,式　,1,35000,35000,
88420,2021/3/31,1,コメリパワー新宮店新築工事,　　,      ,         ,          ,
88420,2021/3/31,2,契約金額\45000000の内出来高最終請求,式　,1,6000000,6000000,
88420,2021/3/31,3,機械設備工事,式　,1,6900000,6900000,
88465,2021/3/31,1,JOYFIT　東大阪　原状復旧工事,　　,      ,         ,          ,
88465,2021/3/31,2,本体工事,式　,1,1100000,1100000,3/1～3/31
88465,2021/3/31,3,追加工事,式　,1,322000,322000,〃
88465,2021/3/31,4,誘導灯工事,式　,1,40000,40000,〃
88465,2021/3/31,5,メーター工事,式　,1,50000,50000,〃
88460,2021/3/31,1,消防設備保守点検,　　,      ,         ,          ,
88460,2021/3/31,2,表参道インベスメントビル（機器点検）,式　,1,210080,210080,3/15・3/16
88460,2021/3/31,3,〃　（防火対象物点検）,式　,1,80000,80000,〃
88435,2021/3/30,1,済生会千里病院,　　,      ,         ,          ,
88435,2021/3/30,2,既設品　移設　撤去　復旧工事,　　,      ,         ,          ,
88435,2021/3/30,3,ガス回収,台　,3,12500,37500,
88435,2021/3/30,4,室内機移設,台　,2,45000,90000,
88435,2021/3/30,5,チャックバルブ取付,個　,4,8500,34000,
88435,2021/3/30,6,冷媒管ヘッダー上げドレン配管復旧,式　,1,25000,25000,
88435,2021/3/30,7,ガスチャージ,式　,1,8000,8000,
88435,2021/3/30,8,試験調整費,式　,1,10000,10000,
88435,2021/3/30,9,消耗品雑材費,式　,1,30000,30000,
88435,2021/3/30,10,　,　　,      ,         ,          ,
88435,2021/3/30,11,新設エアコンビルトレイン,台　,1,160000,160000,
88435,2021/3/30,12,新設エアコン,台　,1,90000,90000,
88435,2021/3/30,13,消耗品雑材費,式　,1,30000,30000,
88435,2021/3/30,14,　,　　,      ,         ,          ,
88435,2021/3/30,15,ダクト工事,　　,      ,         ,          ,
88435,2021/3/30,16,保温フレキ250材工費,ｍ　,40,4000,160000,
88435,2021/3/30,17,保温フレキ200材工費,ｍ　,10,3300,33000,
88435,2021/3/30,18,保温フレキ150材工費,ｍ　,10,2800,28000,
88435,2021/3/30,19,送風機支給品つり込み,式　,1,10000,10000,
88435,2021/3/30,20,キャンパスダクト材工費,台　,6,6800,40800,
88435,2021/3/30,21,制気口用マイクロボックス材工費,台　,5,12500,62500,
88435,2021/3/30,22,亜鉛鋼鈑製400×400,　　,      ,         ,          ,
88435,2021/3/30,23,五面ボックス材工費,台　,1,7000,7000,
88435,2021/3/30,24,亜鉛鋼鈑製230×1075×250,　　,      ,         ,          ,
88435,2021/3/30,25,空調機チャンバーボックス材工費,個　,2,13000,26000,
88435,2021/3/30,26,ダクト撤去及び既存ボックス類,　　,      ,         ,          ,
88435,2021/3/30,27,移設工事閉止板材工費,式　,1,60000,60000,
88435,2021/3/30,28,既設制気口類移設工事,式　,1,15000,15000,
88435,2021/3/30,29,レントゲン検査,　　,      ,         ,          ,
88435,2021/3/30,30,基本探査料（技術料、機器損料安全管理料）,式　,1,105000,105000,
88435,2021/3/30,31,撮影費X線フィルム通常,枚　,6,2700,16200,
88435,2021/3/30,32,フィルム特種品,枚　,1,5000,5000,
88435,2021/3/30,33,50×220,個　,1,         ,          ,
88435,2021/3/30,34,80×220,個　,2,         ,          ,
88435,2021/3/30,35,90×220,個　,1,         ,          ,
88435,2021/3/30,36,100×220,個　,1,         ,          ,
88435,2021/3/30,37,65×150,個　,1,         ,          ,
88435,2021/3/30,38,50×150,個　,1,         ,          ,
88435,2021/3/30,39,65×310,個　,1,         ,          ,
88435,2021/3/30,40,工事費,式　,1,42000,42000,
88435,2021/3/30,41,　,　　,      ,         ,          ,
88435,2021/3/30,42,スプリンクラー撤去及び増設移設,　　,      ,         ,          ,
88435,2021/3/30,43,スプリンクラーヘッド撤去,個　,3,         ,          ,
88435,2021/3/30,44,スプリンクラーヘッド,個　,1,1500,1500,
88435,2021/3/30,45,スプリンクラーヘッド移設,個　,1,         ,          ,
88435,2021/3/30,46,マジックジョイント,個　,1,55000,55000,
88435,2021/3/30,47,25A配管,本　,2,2500,5000,
88435,2021/3/30,48,同上付属品,式　,1,25000,25000,
88435,2021/3/30,49,工事費,式　,1,180000,180000,
88435,2021/3/30,50,消防手続き立会試験費,式　,1,70000,70000,
88435,2021/3/30,51,　,　　,      ,         ,          ,
88435,2021/3/30,52,諸経費,式　,1,146500,146500,
88438,2021/3/30,1,123大林店,　　,      ,         ,          ,
88438,2021/3/30,2,消防設備保守点検後不備改修工事,式　,1,38000,38000,3月30日
88422,2021/3/29,1,天満シミズビル　1階　新時代　天満店,　　,      ,         ,          ,
88422,2021/3/29,2,消防設備工事,式　,1,50000,50000,3/5･3/18･3/29
88422,2021/3/29,3,書類作成及び立会試験,式　,1,50000,50000,〃
88436,2021/3/29,1,㈱スズキ自販和歌山西浜店,　　,      ,         ,          ,
88436,2021/3/29,2,消防設備保守点検に伴う修理,式　,1,127000,127000,
88397,2021/3/29,1,カーサdiポルタ,　　,      ,         ,          ,
88397,2021/3/29,2,防火シャッター内部機器調査,式　,1,64000,64000,3月2日
88397,2021/3/29,3,防火シャッター内部機器取替工事,式　,1,90000,90000,3月29日
88427,2021/3/29,1,東和中学校・和歌浦小学校,　　,      ,         ,          ,
88427,2021/3/29,2,空調電気設備工事,式　,1,135000,135000,3/25･3/29
88389,2021/3/27,1,令和2年度病修第247号,　　,      ,         ,          ,
88389,2021/3/27,2,エネルギーセンター防災設備用管理PC修繕,式　,1,450000,450000,
88390,2021/3/27,1,令和2年度学修第91号,　　,      ,         ,          ,
88390,2021/3/27,2,RI動物実験施設サル第2飼育感知器修繕,式　,1,66000,66000,
88388,2021/3/26,1,注文番号：Q583MO,　　,      ,         ,          ,
88388,2021/3/26,2,粉末ABC消火器10型(ﾘｻｲｸﾙｼｰﾙ代込),本　,2,4000,8000,3月25日
88388,2021/3/26,3,BF102S　消火器BOX（10型2本用）　SUS,台　,1,11000,11000,〃
88403,2021/3/26,1,医療法人慈愛会勝田胃腸内科外科医院,　　,      ,         ,          ,
88403,2021/3/26,2,差動式スポット型感知器2種,個　,4,1516,6064,3/26消検
88403,2021/3/26,3,工事費,式　,1,60000,60000,〃
88403,2021/3/26,4,手続き立会試験費,式　,1,50000,50000,〃
88403,2021/3/26,5,消耗品雑材費,式　,1,3000,3000,〃
88403,2021/3/26,6,諸経費,式　,1,5936,5936,〃
88448,2021/3/25,1,現場応援費,式　,1,300000,300000,
88448,2021/3/25,2,図面作成費,式　,1,250000,250000,
88464,2021/3/25,1,KYD神戸支店改修工事分　納品,　　,      ,         ,          ,
88464,2021/3/25,2,MXO131DBRN　ワットメーターボックス　M,台　,1,5000,5000,
88387,2021/3/24,1,中央卸売市場,　　,      ,         ,          ,
88387,2021/3/24,2,青果棟　自動火災報知器修繕,　　,      ,         ,          ,
88387,2021/3/24,3,表示灯（防水型）,個　,9,2500,22500,
88387,2021/3/24,4,配管PF管16φ,ｍ　,150,80,12000,
88387,2021/3/24,5,配線EMHP1.2-2C,ｍ　,180,60,10800,
88387,2021/3/24,6,同上付属品,式　,1,7000,7000,
88387,2021/3/24,7,取替工事費（調査費含む）,式　,1,250000,250000,
88387,2021/3/24,8,消耗品雑材費,式　,1,10000,10000,
88387,2021/3/24,9,高所作業車,式　,1,50000,50000,
88387,2021/3/24,10,諸経費,式　,1,37700,37700,
88394,2021/3/24,1,123浜野店,　　,      ,         ,          ,
88394,2021/3/24,2,泡消火設備漏水修理工事,式　,1,187000,187000,3月24日
88412,2021/3/23,1,りんくうエルガビル,　　,      ,         ,          ,
88412,2021/3/23,2,消防設備不良箇所改修工事,式　,1,714000,714000,3/23～3/30
88424,2021/3/22,1,寺田萬寿病院,　　,      ,         ,          ,
88424,2021/3/22,2,蒸気配管工事,式　,1,140000,140000,3/17･3/22
88407,2021/3/20,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,
88407,2021/3/20,2,6220区画　納品,　　,      ,         ,          ,
88407,2021/3/20,3,粉末ABC消火器10型（設置台共）,本　,3,5000,15000,3月1日
88407,2021/3/20,4,　,　　,      ,         ,          ,
88407,2021/3/20,5,2110区画　納品,　　,      ,         ,          ,
88407,2021/3/20,6,粉末ABC消火器10型（設置台共）,本　,3,5000,15000,3月20日
88410,2021/3/20,1,イオンモールりんくう泉南　納品,　　,      ,         ,          ,
88410,2021/3/20,2,感知器終端抵抗器　終端器　ホーチキ用,個　,10,765,7650,3月20日
88345,2021/3/20,1,消防設備保守点検,　　,      ,         ,          ,
88345,2021/3/20,2,グリーンフル浜路（総合点検）,式　,1,25840,25840,R2.5.30
88345,2021/3/20,3,ラ・アンドリーナ（総合点検）,式　,1,23840,23840,R2.12.26
88345,2021/3/20,4,ラフォーレ壱番館（総合点検）,式　,1,23280,23280,2月6日
88345,2021/3/20,5,セレナ中島（総合点検）,式　,1,26640,26640,2月7日
88345,2021/3/20,6,グリーンフル中島（総合点検）,式　,1,25280,25280,2月8日
88383,2021/3/20,1,消防設備保守点検,　　,      ,         ,          ,
88383,2021/3/20,2,シャーメゾンオーキッド,式　,1,770,770,
88383,2021/3/20,3,メゾンクレール,式　,1,495,495,
88383,2021/3/20,4,フォーレスロ―カット,式　,1,1320,1320,
88383,2021/3/20,5,シャーメゾン府中,式　,1,495,495,
88383,2021/3/20,6,ヴィオス神前,式　,1,495,495,
88383,2021/3/20,7,ヴィオトープ,式　,1,770,770,
88383,2021/3/20,8,ジュリアード松江,式　,1,770,770,
88383,2021/3/20,9,シャーメゾンうの,式　,1,495,495,
88383,2021/3/20,10,シャーメゾン広川,式　,1,495,495,
88383,2021/3/20,11,メゾン・ルテシィアⅡ,式　,1,495,495,
88383,2021/3/20,12,シャーメゾン岩出,式　,1,704,704,
88383,2021/3/20,13,シャーメゾン黒江,式　,1,495,495,
88383,2021/3/20,14,シャーメゾン野田,式　,1,737,737,
88383,2021/3/20,15,フロントパディーⅡ,式　,1,737,737,
88383,2021/3/20,16,シャーメゾン名高,式　,1,2068,2068,
88383,2021/3/20,17,シャーメゾン尾崎,式　,1,1485,1485,
88383,2021/3/20,18,シャーメゾン有田,式　,1,825,825,
88383,2021/3/20,19,シャーメゾン中島,式　,1,770,770,
88383,2021/3/20,20,グリーンルーフ,式　,1,660,660,
88383,2021/3/20,21,グリーンルーフ,式　,1,660,660,
88383,2021/3/20,22,シャーメゾン砂山南,式　,1,5907,5907,
88383,2021/3/20,23,べレオＫ,式　,1,2068,2068,
88383,2021/3/20,24,べレオ太田,式　,1,2068,2068,
88383,2021/3/20,25,シャーメゾンｂｒｉｌｌｉａｎｔ,式　,1,770,770,
88383,2021/3/20,26,べレオ新通,式　,1,2068,2068,
88383,2021/3/20,27,アメニティ太田,式　,1,770,770,
88383,2021/3/20,28,べレオ堀止西,式　,1,2068,2068,
88383,2021/3/20,29,ヴィレッジ三年坂,式　,1,4136,4136,
88383,2021/3/20,30,ベレオ西浜ハーモニーガーデン,式　,1,3102,3102,
88383,2021/3/20,31,ディアス妙寺,式　,1,693,693,
88383,2021/3/20,32,グリーンルーフ妙寺,式　,1,990,990,
88383,2021/3/20,33,ベレオ園部,式　,1,3102,3102,
88383,2021/3/20,34,ガーデンハイツⅡ,式　,1,770,770,
88383,2021/3/20,35,コラール堀止,式　,1,770,770,
88383,2021/3/20,36,シャーメゾン葵,式　,1,495,495,
88383,2021/3/20,37,ベルデ堀口,式　,1,2068,2068,
88383,2021/3/20,38,シャーメゾンＷＩＬＬ,式　,1,770,770,
88383,2021/3/20,39,ＳｈａＭａｉｓｏｎ　ＮＡ,式　,1,770,770,
88383,2021/3/20,40,ベレオＢｒｉｌｌｉａｎｔ,式　,1,1650,1650,
88383,2021/3/20,41,ベレオ紀三井寺,式　,1,1100,1100,
88383,2021/3/20,42,ベレオけやき,式　,1,4136,4136,
88383,2021/3/20,43,シャーメゾン松江北,式　,1,495,495,
88383,2021/3/20,44,ベレオコスモ,式　,1,1650,1650,
88383,2021/3/20,45,シャーメゾンＬａＬａ,式　,1,770,770,
88383,2021/3/20,46,ベレオ小堀,式　,1,4136,4136,
88383,2021/3/20,47,ベレオ寺町通り,式　,1,3102,3102,
88383,2021/3/20,48,メゾンド・ベレオ,式　,1,1650,1650,
88383,2021/3/20,49,シャーメゾン宝亀,式　,1,3454,3454,
88383,2021/3/20,50,ベレオ小野町,式　,1,2068,2068,
88383,2021/3/20,51,シャーメゾン彩花,式　,1,990,990,
88383,2021/3/20,52,ベレオ広瀬,式　,1,5907,5907,
88383,2021/3/20,53,Ｔｏｕｒｎｅｓｏｌ,式　,1,4136,4136,
88383,2021/3/20,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ,式　,1,495,495,
88383,2021/3/20,55,ディアス松野,式　,1,1045,1045,
88383,2021/3/20,56,プロヌーブ今福,式　,1,990,990,
88383,2021/3/20,57,ベレオ黒田ＳＯＵＴＨ,式　,1,990,990,
88383,2021/3/20,58,Ｆｅｌｉｃａ紀三井寺,式　,1,770,770,
88383,2021/3/20,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ,式　,1,1595,1595,
88383,2021/3/20,60,シャーメゾン茶屋ノ丁,式　,1,495,495,
88383,2021/3/20,61,ベレオくすのき,式　,1,4136,4136,
88383,2021/3/20,62,ＢＥＲＥＯ　Ｒｉａｎ,式　,1,3102,3102,
88383,2021/3/20,63,フレグランス船所,式　,1,1166,1166,
88383,2021/3/20,64,フレグランス船所Ⅱ,式　,1,1320,1320,
88383,2021/3/20,65,メゾンドソレイユ,式　,1,245,245,
88383,2021/3/20,66,シャーメゾンガーデンズ紀三井寺,式　,1,770,770,
88383,2021/3/20,67,シャーメゾン幡川,式　,1,990,990,
88383,2021/3/20,68,ロイヤルヒルズ三番丁,式　,1,1650,1650,
88383,2021/3/20,69,シャーメゾン秋月の杜,式　,1,770,770,
88383,2021/3/20,70,ブランシェ堀止,式　,1,495,495,
88383,2021/3/20,71,ベレオクシモト,式　,1,4092,4092,
88383,2021/3/20,72,ベレオグルース西紺屋,式　,1,1595,1595,
88383,2021/3/20,73,プロヌーブ下津野,式　,1,990,990,
88383,2021/3/20,74,リヴェール　ヒデ,式　,1,770,770,
88383,2021/3/20,75,ディアス松島,式　,1,517,517,
88383,2021/3/20,76,タウニィ寿里,式　,1,1320,1320,
88383,2021/3/20,77,フォーブル木ノ本,式　,1,1166,1166,
88383,2021/3/20,78,ラベニュー城山,式　,1,770,770,
88383,2021/3/20,79,フレグランス吹上,式　,1,495,495,
88383,2021/3/20,80,メゾン南方,式　,1,1045,1045,
88383,2021/3/20,81,ラベニュー岩橋,式　,1,1166,1166,
88383,2021/3/20,82,タウニィ山村,式　,1,770,770,
88383,2021/3/20,83,ラベニュー谷口,式　,1,1320,1320,
88383,2021/3/20,84,タウニィ酒井,式　,1,693,693,
88383,2021/3/20,85,フレグランス畑屋敷,式　,1,495,495,
88383,2021/3/20,86,フォーブル苗代,式　,1,693,693,
88383,2021/3/20,87,フォーブル若葉,式　,1,770,770,
88383,2021/3/20,88,フォーブル松見,式　,1,1320,1320,
88383,2021/3/20,89,ラベニューコスモ,式　,1,770,770,
88383,2021/3/20,90,タウニィ紀ノ川,式　,1,693,693,
88383,2021/3/20,91,タウニィ料理松,式　,1,1122,1122,
88383,2021/3/20,92,タウニィ清水,式　,1,770,770,
88383,2021/3/20,93,タウニィ浜代,式　,1,968,968,
88383,2021/3/20,94,タウニィ浜代２,式　,1,693,693,
88383,2021/3/20,95,フォーブルさち,式　,1,1397,1397,
88383,2021/3/20,96,タウニィ美園,式　,1,693,693,
88383,2021/3/20,97,フレグランス松江,式　,1,495,495,
88383,2021/3/20,98,セキワガーデンハウス春日,式　,1,968,968,
88383,2021/3/20,99,ラベニュー根来,式　,1,693,693,
88383,2021/3/20,100,シローズフレグランス,式　,1,770,770,
88383,2021/3/20,101,ドミールクルス,式　,1,1320,1320,
88383,2021/3/20,102,グリーンビレッジ２１,式　,1,2145,2145,
88383,2021/3/20,103,サニーハイツひまわり,式　,1,1320,1320,
88383,2021/3/20,104,パールハイツ有田,式　,1,968,968,
88383,2021/3/20,105,フレグランス小林,式　,1,495,495,
88383,2021/3/20,106,フレグランス延時,式　,1,495,495,
88383,2021/3/20,107,フレグランス畑毛,式　,1,1320,1320,
88383,2021/3/20,108,フレグランス藤井,式　,1,770,770,
88383,2021/3/20,109,フレグランス山崎,式　,1,1166,1166,
88383,2021/3/20,110,フレグランス森澤,式　,1,1320,1320,
88383,2021/3/20,111,フレグランス中松江,式　,1,693,693,
88383,2021/3/20,112,ガーデンハイツ箕島,式　,1,693,693,
88383,2021/3/20,113,アドザックス吉田,式　,1,495,495,
88383,2021/3/20,114,石津ハイツ,式　,1,1045,1045,
88383,2021/3/20,115,フォーブル石野,式　,1,770,770,
88383,2021/3/20,116,フレグランス翠,式　,1,2354,2354,
88383,2021/3/20,117,アドザックス吉田Ｂ棟,式　,1,495,495,
88383,2021/3/20,118,マリポーサ前田,式　,1,495,495,
88383,2021/3/20,119,フレグランス巴,式　,1,1485,1485,
88383,2021/3/20,120,フレグランス堀止,式　,1,495,495,
88383,2021/3/20,121,フレグランス六十谷,式　,1,770,770,
88383,2021/3/20,122,フレグランス木ノ本,式　,1,495,495,
88383,2021/3/20,123,フレグランス今吉,式　,1,1166,1166,
88383,2021/3/20,124,フレグランス矢野,式　,1,1045,1045,
88383,2021/3/20,125,フレグランス平田,式　,1,495,495,
88383,2021/3/20,126,フレグランス築港,式　,1,495,495,
88383,2021/3/20,127,フレグランス松ヶ丘,式　,1,495,495,
88383,2021/3/20,128,フレグランス秋桜,式　,1,495,495,
88383,2021/3/20,129,フレグランス雑賀,式　,1,968,968,
88383,2021/3/20,130,フレグランスロゼ,式　,1,2134,2134,
88383,2021/3/20,131,グラン・ファーム,式　,1,1166,1166,
88383,2021/3/20,132,フレグランス栄,式　,1,1045,1045,
88383,2021/3/20,133,Ｃｉｔｙ　Ｋｉｎｏｍｏｔｏ,式　,1,968,968,
88383,2021/3/20,134,フレグランスせせらぎ,式　,1,495,495,
88383,2021/3/20,135,フレグランスＡＫＩＨＯ,式　,1,968,968,
88383,2021/3/20,136,フレグランスさつき,式　,1,770,770,
88383,2021/3/20,137,ガーデンハイツ小二里,式　,1,1320,1320,
88383,2021/3/20,138,フレグランス桜ヶ丘,式　,1,495,495,
88383,2021/3/20,139,ガーデンハイツ小二里２,式　,1,495,495,
88383,2021/3/20,140,ディアスワーブラー,式　,1,770,770,
88383,2021/3/20,141,フレグランス藤井Ⅱ,式　,1,693,693,
88383,2021/3/20,142,フレグランスフクイ,式　,1,968,968,
88383,2021/3/20,143,ディアス栄谷,式　,1,495,495,
88383,2021/3/20,144,ディアスかもと,式　,1,968,968,
88383,2021/3/20,145,ベルメゾン,式　,1,1320,1320,
88383,2021/3/20,146,フレグランス竹中,式　,1,495,495,
88383,2021/3/20,147,ディアス松ヶ丘,式　,1,495,495,
88383,2021/3/20,148,ディアス北村,式　,1,1122,1122,
88383,2021/3/20,149,ディアスミレット,式　,1,1320,1320,
88383,2021/3/20,150,ディアスＭ,式　,1,1958,1958,
88383,2021/3/20,151,フォーブル松南,式　,1,495,495,
88383,2021/3/20,152,ウェストヒルズ,式　,1,1320,1320,
88383,2021/3/20,153,フレグランス布施屋,式　,1,770,770,
88383,2021/3/20,154,ディアス小雑賀,式　,1,847,847,
88383,2021/3/20,155,ラ・サルデーヌ,式　,1,3234,3234,
88383,2021/3/20,156,ディアス黒江,式　,1,1320,1320,
88383,2021/3/20,157,ディアス藤本,式　,1,495,495,
88383,2021/3/20,158,ディアス藤本Ⅱ,式　,1,495,495,
88383,2021/3/20,159,ディアスウチタ,式　,1,495,495,
88383,2021/3/20,160,フレグランスうの,式　,1,1315,1315,
88383,2021/3/20,161,フレグランスⅠ,式　,1,770,770,
88383,2021/3/20,162,ディアス寿里,式　,1,1397,1397,
88383,2021/3/20,163,フレグランス宮原,式　,1,968,968,
88383,2021/3/20,164,ディアスミニ,式　,1,495,495,
