"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
77181,2013/2/20,124,ハイツ萩,式　,1,660,660,
77181,2013/2/20,125,フォーレス有本,式　,1,996,996,
77181,2013/2/20,126,楠見中ディアスⅡ,式　,1,471,471,
77181,2013/2/20,127,ハイツ森,式　,1,996,996,
77181,2013/2/20,128,フォーレス花野,式　,1,1113,1113,
77181,2013/2/20,129,フレグランス布引,式　,1,471,471,
77181,2013/2/20,130,ディアス片男波,式　,1,735,735,
77181,2013/2/20,131,グランシード関戸,式　,1,473,473,
77181,2013/2/20,132,フレグランス小雑賀,式　,1,735,735,
77181,2013/2/20,133,グリーンルーフ塩屋,式　,1,471,471,
77181,2013/2/20,134,フレグランス南紀の台,式　,1,945,945,
77181,2013/2/20,135,グリーンルーフＣｏｃｃｏ,式　,1,471,471,
77181,2013/2/20,136,グリーンルーフ妙寺,式　,1,945,945,
77181,2013/2/20,137,グリーンルーフ山崎,式　,1,1260,1260,
77181,2013/2/20,138,シャーメゾン山中,式　,1,471,471,
77181,2013/2/20,139,シャーメゾン高松,式　,1,735,735,
77181,2013/2/20,140,メゾン雑賀,式　,1,471,471,
77181,2013/2/20,141,グリーンルーフのうがわ,式　,1,924,924,
77181,2013/2/20,142,ドエルＫ,式　,1,471,471,
77181,2013/2/20,143,シャーメゾン山崎,式　,1,1260,1260,
77181,2013/2/20,144,シャーメゾン新堂,式　,1,1785,1785,
77181,2013/2/20,145,シャーメゾン小雑賀,式　,1,996,996,
77181,2013/2/20,146,エクセレンス六十谷,式　,1,735,735,
77181,2013/2/20,147,シャーメゾンＨＡＭＡＩＣＨＩ,式　,1,945,945,
77181,2013/2/20,148,シャーメゾン打田,式　,1,998,998,
77181,2013/2/20,149,シャーメゾン堀口,式　,1,1260,1260,
77181,2013/2/20,150,シャーメゾン新堂Ⅱ,式　,1,996,996,
77181,2013/2/20,151,シャーメゾンキタグチ,式　,1,471,471,
77181,2013/2/20,152,セファミ荊本,式　,1,996,996,
77181,2013/2/20,153,フォーレスＩ＆Ｎ,式　,1,471,471,
77181,2013/2/20,154,シャーメゾンＭ,式　,1,471,471,
77181,2013/2/20,155,ヴィンヤードハウスⅢ,式　,1,471,471,
77181,2013/2/20,156,エクセレンス六十谷Ⅱ,式　,1,735,735,
77181,2013/2/20,157,ガーデンハイツ湯浅,式　,1,735,735,
77181,2013/2/20,158,ルミエール湊,式　,1,735,735,
77181,2013/2/20,159,シャーメゾン紀峰,式　,1,735,735,
77181,2013/2/20,160,グランメール福島,式　,1,735,735,
77181,2013/2/20,161,パールハイツ箕島,式　,1,660,660,
77181,2013/2/20,162,ワイズヴィラ,式　,1,525,525,
77181,2013/2/20,163,フォーレス・ノベル,式　,1,735,735,
77181,2013/2/20,164,藤栄ハイツ,式　,1,660,660,
77181,2013/2/20,165,ラ・サルデーヌⅡ,式　,1,471,471,
77181,2013/2/20,166,メゾン・ルテシィア,式　,1,471,471,
77181,2013/2/20,167,シャーメゾン下津,式　,1,660,660,
77181,2013/2/20,168,リヴェール　ヒデ,式　,1,735,735,
77181,2013/2/20,169,シャーメゾン笠松,式　,1,735,735,
77181,2013/2/20,170,パークハイツ,式　,1,471,471,
77181,2013/2/20,171,サニーハイツ向島,式　,1,471,471,
77181,2013/2/20,172,リバーサイド湯浅,式　,1,735,735,
77181,2013/2/20,173,ラガール湯浅,式　,1,473,473,
77181,2013/2/20,174,五月ハイツ,式　,1,1323,1323,
77181,2013/2/20,175,アン・セリジェ,式　,1,735,735,
77181,2013/2/20,176,ブランシェ前田,式　,1,735,735,
77181,2013/2/20,177,シャーメゾン青木,式　,1,735,735,
77181,2013/2/20,178,フォーナス,式　,1,924,924,
77181,2013/2/20,179,パレスデュオ・照（テラス）,式　,1,735,735,
77181,2013/2/20,180,シャーメゾンハーヴェスト,式　,1,735,735,
77181,2013/2/20,181,クレール松ヶ丘,式　,1,471,471,
77181,2013/2/20,182,クレール,式　,1,735,735,
77181,2013/2/20,183,アン・セリジェ　Ⅱ,式　,1,471,471,
77181,2013/2/20,184,フレグランス二里ヶ浜,式　,1,735,735,
77181,2013/2/20,185,アベニール,式　,1,735,735,
77181,2013/2/20,186,ディアス赤坂,式　,1,735,735,
77181,2013/2/20,187,カサ・フィオーレＦＧ,式　,1,735,735,
77181,2013/2/20,188,ブランシェ旭　Ａ棟,式　,1,471,471,
77181,2013/2/20,189,ブランシェ旭　Ｂ棟,式　,1,471,471,
77181,2013/2/20,190,シャーメゾン安上,式　,1,924,924,
77181,2013/2/20,191,フローラ,式　,1,735,735,
77181,2013/2/20,192,ワイズコート,式　,1,471,471,
77181,2013/2/20,193,シャーメゾン西高松,式　,1,471,471,
77181,2013/2/20,194,シャーメゾン木ノ本,式　,1,662,662,
77181,2013/2/20,195,ブランシェＳ,式　,1,660,660,
77181,2013/2/20,196,ディアスＡＫＩＨＯ,式　,1,660,660,
77181,2013/2/20,197,シャーメゾン岸宮,式　,1,471,471,
77181,2013/2/20,198,シャンブルＭ,式　,1,924,924,
77181,2013/2/20,199,シャーメゾン幸輝,式　,1,1113,1113,
77181,2013/2/20,200,ボナール千且,式　,1,735,735,
77181,2013/2/20,201,イマージュ浜の宮,式　,1,471,471,
77181,2013/2/20,202,ヴィラ天神崎,式　,1,891,891,
77181,2013/2/20,203,シャーメゾンフクイ,式　,1,471,471,
77181,2013/2/20,204,アヴェンヌ太田,式　,1,1071,1071,
77181,2013/2/20,205,メゾネット松島,式　,1,471,471,
77181,2013/2/20,206,シャーメゾン今福,式　,1,471,471,
77181,2013/2/20,207,イマージュ浜の宮Ⅱ,式　,1,660,660,
77181,2013/2/20,208,ＫＹＡＲＡ　ＭＡＩＳＯＮ　Ⅱ,式　,1,471,471,
77181,2013/2/20,209,シャーメゾン西浜Ａ,式　,1,660,660,
77181,2013/2/20,210,和歌浦ガーデンテラス,式　,1,1260,1260,
77181,2013/2/20,211,シャーメゾン彩都Ａ,式　,1,660,660,
77181,2013/2/20,212,シャーメゾン下津野,式　,1,1113,1113,
77181,2013/2/20,213,シャーメゾン尾崎,式　,1,1418,1418,
77233,2013/2/20,1,アパート分,　　,      ,         ,          ,
77233,2013/2/20,2,お風呂取替工事,式　,1,400000,400000,
77233,2013/2/20,3,排水及び給水工事,式　,1,300000,300000,
77233,2013/2/20,4,電気工事,式　,1,410000,410000,
77234,2013/2/20,1,アパート鍵交換,式　,1,20000,20000,
77201,2013/2/20,1,和歌山市立和歌山高等学校,　　,      ,         ,          ,
77201,2013/2/20,2,４階　ロッククライミング室工事,式　,1,30000,30000,
77168,2013/2/20,1,(仮称)末広有料老人ホーム新築工事,　　,      ,         ,          ,
77168,2013/2/20,2,2月出来高　69.6％,式　,1,2187000,2187000,
77202,2013/2/20,1,医)友和会 高齢者向け共同住宅 ｵﾘｰﾌﾞの木,　　,      ,         ,          ,
77202,2013/2/20,2,煙感知器増設,式　,1,60000,60000,
77241,2013/2/20,1,旭硝子構内,　　,      ,         ,          ,
77241,2013/2/20,2,契約金額　\3570000(税込)の内,　　,      ,         ,          ,
77241,2013/2/20,3,前月ご入金額　\2540000,　　,      ,         ,          ,
77241,2013/2/20,4,今月ご請求金額,式　,1,700000,700000,
77185,2013/2/20,1,事務所分,　　,      ,         ,          ,
77185,2013/2/20,2,エアコン　8畳用,台　,1,45000,45000,
77185,2013/2/20,3,同上付属品　配線及び配管,式　,1,2000,2000,
77185,2013/2/20,4,工事費,式　,1,18000,18000,
77182,2013/2/20,1,回路改修工事費,式　,1,10000,10000,
77184,2013/2/20,1,ヤシマビル7.8.9階改装工事,式　,1,152000,152000,
77183,2013/2/20,1,レストランニューふくすけ,　　,      ,         ,          ,
77183,2013/2/20,2,差動式スポット型感知器２種,個　,1,1975,1975,
77183,2013/2/20,3,電線ＡＥ０．９Ｘ４Ｃ,ｍ　,15,35,525,
77183,2013/2/20,4,工事費,式　,1,10000,10000,
77183,2013/2/20,5,試験調整費,式　,1,2000,2000,
77183,2013/2/20,6,諸経費,式　,1,1500,1500,
77187,2013/2/20,1,くじら作業所様,　　,      ,         ,          ,
77187,2013/2/20,2,消防設備保守点検,式　,1,15000,15000,
77187,2013/2/20,3,消火器10型,本　,5,4500,22500,
77187,2013/2/20,4,処分費,本　,6,1000,6000,
77187,2013/2/20,5,設置台,台　,3,1200,3600,
77175,2013/2/19,1,サクラマンション紀伊,　　,      ,         ,          ,
77175,2013/2/19,2,消火器10型,本　,12,5700,68400,
77175,2013/2/19,3,処分費,本　,12,1000,12000,
77178,2013/2/19,1,太田マンション,　　,      ,         ,          ,
77178,2013/2/19,2,消防設備保守点検（総合点検）,式　,1,20000,20000,
77179,2013/2/19,1,太田マンションＡ・Ｂ棟　消火器交換,　　,      ,         ,          ,
77179,2013/2/19,2,消火器10型,本　,17,4000,68000,
77179,2013/2/19,3,処分費,本　,17,1000,17000,
77193,2013/2/19,1,㈱日本ナレーション演技研究所　神戸校,　　,      ,         ,          ,
77193,2013/2/19,2,感知器・スピーカー増設工事,式　,1,370000,370000,
77220,2013/2/19,1,PEP-20　消火器20型（ﾘｻｲｸﾙｼｰﾙ込）,本　,1,8700,8700,
77192,2013/2/18,1,ＪＡ海南　生鮮加工センター改修工事,式　,1,200000,200000,
77244,2013/2/18,1,御社ビル,　　,      ,         ,          ,
77244,2013/2/18,2,階段煙感知器取替改修工事,式　,1,15000,15000,
77169,2013/2/16,1,グレイス木ノ本　201号,　　,      ,         ,          ,
77169,2013/2/16,2,住警器(取付費込),個　,2,3700,7400,
77225,2013/2/15,1,Yogorinoイオンりんくう泉南店,　　,      ,         ,          ,
77225,2013/2/15,2,消防設備工事,式　,1,441000,441000,
77174,2013/2/14,1,スーパーハイツ黒田　201号,　　,      ,         ,          ,
77174,2013/2/14,2,住警器(取付費込),個　,1,3700,3700,
77165,2013/2/14,1,日章電設　様,　　,      ,         ,          ,
77165,2013/2/14,2,パッケージ消火設備Ⅰ型,台　,4,160000,640000,
77165,2013/2/14,3,電源箱ＤＶ２４Ｖ０．４５ＡＨ,台　,1,28840,28840,
77253,2013/2/14,1,大和高田　総合盤移設,　　,      ,         ,          ,
77253,2013/2/14,2,HP-0.9　5Pr,ｍ　,5,120,600,
77253,2013/2/14,3,工事費,式　,1,20000,20000,
77253,2013/2/14,4,諸経費,式　,1,2400,2400,
77219,2013/2/14,1,粉末ＡＢＣ消火器１０型,本　,20,2900,58000,
77163,2013/2/9,1,ロイヤルコート松島　203号,　　,      ,         ,          ,
77163,2013/2/9,2,住警器(取付費込),個　,1,3700,3700,
77164,2013/2/9,1,パールハイツ　105号,　　,      ,         ,          ,
77164,2013/2/9,2,住警器(取付費込),個　,2,3700,7400,
77159,2013/2/7,1,パレス島橋　204号,　　,      ,         ,          ,
77159,2013/2/7,2,住警器(取付費込),個　,1,3700,3700,
77214,2013/2/6,1,１２３田辺店,　　,      ,         ,          ,
77214,2013/2/6,2,消防設備不良箇所改修及び移動式転倒改修,式　,1,260000,260000,
77158,2013/2/6,1,株式会社 タカショー,　　,      ,         ,          ,
77158,2013/2/6,2,届出作成費,式　,1,10000,10000,
77194,2013/2/6,1,ＬＥＤ照明,台　,1,12000,12000,
77194,2013/2/6,2,取替費,式　,1,5000,5000,
77222,2013/2/6,1,せいがの森保育園,　　,      ,         ,          ,
77222,2013/2/6,2,感知器増設工事,式　,1,40000,40000,
77191,2013/2/4,1,メトロヒルズ,　　,      ,         ,          ,
77191,2013/2/4,2,消防設備保守点検に伴う修理,式　,1,266400,266400,
77215,2013/2/1,1,１２３塩屋店,　　,      ,         ,          ,
77215,2013/2/1,2,採水口パッキン取替工事,式　,1,8000,8000,
77216,2013/2/1,1,１２３岡崎店,　　,      ,         ,          ,
77216,2013/2/1,2,消防設備不良箇所改修工事,式　,1,65000,65000,
77173,2013/2/1,1,セジュールあきらⅠ　住警器取付,　　,      ,         ,          ,
77173,2013/2/1,2,取付のみ,個　,1,1000,1000,
77173,2013/2/1,3,新規取付,個　,12,3700,44400,
77173,2013/2/1,4,セジュールあきらⅡ　住警器取付,　　,      ,         ,          ,
77173,2013/2/1,5,取付のみ,個　,2,1000,2000,
77173,2013/2/1,6,新規取付,個　,11,3700,40700,
77177,2013/1/31,1,老人憩いの家,　　,      ,         ,          ,
77177,2013/1/31,2,消防設備保守点検,式　,1,10000,10000,
77074,2013/1/31,1,消防設備保守点検,式　,1,30000,30000,
77115,2013/1/31,1,ﾎﾃﾙ浦島(本館･山上館･なぎさ館･日昇館･他),　　,      ,         ,          ,
77115,2013/1/31,2,火災報知器修理,式　,1,30000,30000,
77144,2013/1/31,1,和歌山北高校,　　,      ,         ,          ,
77144,2013/1/31,2,契約金額￥2500000の内　残金最終請求,式　,1,500000,500000,
77205,2013/1/31,1,粉末ＡＢＣ消火器１０型,本　,3,4500,13500,
77205,2013/1/31,2,処分費,本　,3,1000,3000,
77142,2013/1/31,1,スピーカー増設工事,式　,1,47000,47000,
77148,2013/1/30,1,１２３和歌山インター店,　　,      ,         ,          ,
77148,2013/1/30,2,消防設備保守点検（総合点検）,式　,1,135000,135000,
77149,2013/1/30,1,１２３有田店,　　,      ,         ,          ,
77149,2013/1/30,2,消防設備保守点検（総合点検）,式　,1,40000,40000,
77150,2013/1/30,1,岸和田競輪場・サイクル会館,　　,      ,         ,          ,
77150,2013/1/30,2,消防設備保守点検（総合点検）,式　,1,160000,160000,
77151,2013/1/30,1,ＣＩＴＹ　ＷＡＫＡＹＡＭＡ,　　,      ,         ,          ,
77151,2013/1/30,2,消防設備保守点検（総合点検）,式　,1,367500,367500,
77206,2013/1/30,1,1/30　パルビル　タイマースイッチ交換,　　,      ,         ,          ,
77206,2013/1/30,2,タイマースイッチ,個　,1,8800,8800,
77206,2013/1/30,3,取替費,式　,1,7000,7000,
77204,2013/1/30,1,ナビオミカサビル,　　,      ,         ,          ,
77204,2013/1/30,2,定温式スポット型煙感知器,個　,1,2700,2700,
77204,2013/1/30,3,取替費,式　,1,5000,5000,
77189,2013/1/30,1,ダイヤパレス向之芝公園,　　,      ,         ,          ,
77189,2013/1/30,2,差動式熱感知器2種　取替,箇所,1,5000,5000,
77136,2013/1/29,1,消火器,式　,1,18000,18000,
77138,2013/1/29,1,アネシス・ヒロ,　　,      ,         ,          ,
77138,2013/1/29,2,非常警報設備　バッテリー取替,台　,2,4600,9200,
77138,2013/1/29,3,上記　取替費,台　,2,600,1200,
77138,2013/1/29,4,出張費,式　,1,1500,1500,
77139,2013/1/29,1,ラフィーネ和歌山壱番館　406号,　　,      ,         ,          ,
77139,2013/1/29,2,住警器(取付費込),個　,1,3700,3700,
77135,2013/1/29,1,セキワステージ金池 消防設備保守点検,式　,1,50000,50000,
77143,2013/1/28,1,ライオンズマンション和歌山紀伊,　　,      ,         ,          ,
77143,2013/1/28,2,消防設備保守点検,式　,1,94976,94976,
77156,2013/1/28,1,1/28　光電式ｽﾎﾟｯﾄ型煙感知器2種(ﾍﾞｰｽ共),個　,1,10000,10000,
77141,2013/1/28,1,貴志川ﾊﾟﾝ屋さんのﾄｲﾚﾎﾞｰﾙﾀｯﾌﾟ取替工事,　　,      ,         ,          ,
77141,2013/1/28,2,ﾎﾞｰﾙﾀｯﾌﾟ,台　,1,8300,8300,
77141,2013/1/28,3,取替費,式　,1,8000,8000,
77137,2013/1/26,1,ライオンズマンション和歌山紀伊,　　,      ,         ,          ,
77137,2013/1/26,2,7月点検時不良箇所改修工事,式　,1,400000,400000,
77147,2013/1/26,1,事務所照明器具取替ＬＥＤ,　　,      ,         ,          ,
77147,2013/1/26,2,工事費　￥794830-（消費税　\39741-）,式　,1,834571,834571,
77120,2013/1/25,1,ライオンズマンション和歌山関戸,　　,      ,         ,          ,
77120,2013/1/25,2,消防設備保守点検,式　,1,80752,80752,
77122,2013/1/25,1,ｻｰﾋﾞｽ付高齢者向け住宅　富士桜新築工事,　　,      ,         ,          ,
77122,2013/1/25,2,第２回請求金額,式　,1,100000,100000,
77134,2013/1/25,1,Ｐ＆Ｇ,　　,      ,         ,          ,
77134,2013/1/25,2,１２階　電子弁取替,式　,1,50000,50000,
77155,2013/1/25,1,1/25　粉末ABC消火器10型　PP-10C,本　,1,3300,3300,
77124,2013/1/25,1,ヴァンティアン舟津,　　,      ,         ,          ,
77124,2013/1/25,2,バッテリー交換　ＦＫ６９７Ｃ,個　,1,11200,11200,
77124,2013/1/25,3,バッテリー交換　ＦＫ６４７,個　,1,8960,8960,
77124,2013/1/25,4,取替費,式　,1,1200,1200,
77124,2013/1/25,5,出張費,式　,1,1500,1500,
77125,2013/1/25,1,ロイヤルコート松島　205号,　　,      ,         ,          ,
77125,2013/1/25,2,住警器(取付費込),個　,1,3700,3700,
77126,2013/1/25,1,リベラルパレス塩屋　205号,　　,      ,         ,          ,
77126,2013/1/25,2,差動式スポット型感知器,個　,1,4240,4240,
77126,2013/1/25,3,取替費,式　,1,5000,5000,
77126,2013/1/25,4,出張費,式　,1,1500,1500,
77166,2013/1/25,1,株式会社モデナ　様,　　,      ,         ,          ,
77166,2013/1/25,2,自動火災報知設備工事,式　,1,80000,80000,
77131,2013/1/24,1,(仮称)ドンキホーテ紀ノ川店　改修工事,　　,      ,         ,          ,
77131,2013/1/24,2,排煙窓工事,式　,1,530000,530000,
77131,2013/1/24,3,Ｃ工事に伴うＳＰヘッド移設工事,式　,1,360000,360000,
77196,2013/1/24,1,サングレース１２番丁　401号,　　,      ,         ,          ,
77196,2013/1/24,2,差動式スポット型感知器2種　取替,個　,1,7000,7000,
77152,2013/1/24,1,パールリーフ高松,　　,      ,         ,          ,
77152,2013/1/24,2,消防設備保守点検,式　,1,5750,5750,
77153,2013/1/24,1,カーザエフリール,　　,      ,         ,          ,
77153,2013/1/24,2,消防設備保守点検,式　,1,8625,8625,
77154,2013/1/24,1,Ｄ－ＲＯＯＭ　花みずき,　　,      ,         ,          ,
77154,2013/1/24,2,消防設備保守点検,式　,1,7750,7750,
77130,2013/1/23,1,(仮称)ドンキホーテ紀ノ川店　改修工事,　　,      ,         ,          ,
77130,2013/1/23,2,放送工事,式　,1,1300000,1300000,
77129,2013/1/22,1,(仮称)ドンキホーテ紀ノ川店　改修工事,　　,      ,         ,          ,
77129,2013/1/22,2,自動火災報知設備,式　,1,1300000,1300000,
77207,2013/1/22,1,1/22　ダイヤモンドプラザ　電球交換,　　,      ,         ,          ,
77207,2013/1/22,2,３階　ハロゲン球,個　,1,1600,1600,
77207,2013/1/22,3,１階　壁　クリプトン球,個　,1,450,450,
77207,2013/1/22,4,取替費,式　,1,2000,2000,
77207,2013/1/22,5,2/8　ダイヤモンドプラザ　電球交換,　　,      ,         ,          ,
77207,2013/1/22,6,３階　２０Ｗ　蛍光灯,本　,1,340,340,
77207,2013/1/22,7,１階　ハロゲン球,個　,1,1600,1600,
77207,2013/1/22,8,５階　ハロゲン球,個　,1,1600,1600,
77207,2013/1/22,9,取替費,式　,1,3000,3000,
77128,2013/1/21,1,旧ダイキ打田店,　　,      ,         ,          ,
77128,2013/1/21,2,非常照明取替工事,式　,1,1190000,1190000,
77157,2013/1/21,1,定温式ｽﾎﾟｯﾄ型感知器特種BV40108K(ﾍﾞｰｽ共),個　,1,1130,1130,
77172,2013/1/21,1,リベラルパレス塩屋　206号,　　,      ,         ,          ,
77172,2013/1/21,2,差動式スポット型感知器,個　,1,4240,4240,
77172,2013/1/21,3,取替費,式　,1,5000,5000,
77172,2013/1/21,4,出張費,式　,1,1500,1500,
77197,2013/1/21,1,キンエイクリエイト　様,　　,      ,         ,          ,
77197,2013/1/21,2,機械泡消火器３Ｌ,本　,1,9500,9500,
77197,2013/1/21,3,消防設備保守点検,式　,1,40000,40000,
77127,2013/1/20,1,ホームセンターダイキ,　　,      ,         ,          ,
77127,2013/1/20,2,天井化粧ボード撤去工事,式　,1,1200000,1200000,
77064,2013/1/20,1,ル・シェル　消防設備保守点検(総合),式　,1,108380,108380,
77064,2013/1/20,2,西本ビル　消防設備保守点検(総合),式　,1,30540,30540,
77064,2013/1/20,3,ウインディア鷹匠　消防設備保守点検(総合),式　,1,24000,24000,
77075,2013/1/20,1,10921-344,　　,      ,         ,          ,
77075,2013/1/20,2,三菱電機冷熱応用ｼｽﾃﾑ㈱　矢田工場,　　,      ,         ,          ,
77075,2013/1/20,3,消防設備保守点検（総合）,式　,1,55000,55000,
77160,2013/1/20,1,外部コンセント取替工事,式　,1,10000,10000,
77160,2013/1/20,2,屋外汚水管詰まり通管,式　,1,20000,20000,
77160,2013/1/20,3,インターホン取替工事,式　,1,20000,20000,
77091,2013/1/20,1,メトロヒルズ紀三井寺,　　,      ,         ,          ,
77091,2013/1/20,2,消防設備保守点検及び防火対象物点検,式　,1,190000,190000,
77108,2013/1/20,1,きらく湯,　　,      ,         ,          ,
77108,2013/1/20,2,建築設備点検及び書類作成費,式　,1,40000,40000,
77082,2013/1/20,1,みなべ町立上南部小学校,　　,      ,         ,          ,
77082,2013/1/20,2,非常放送設備取替,式　,1,500000,500000,
77121,2013/1/20,1,消防設備保守点検,　　,      ,         ,          ,
77121,2013/1/20,2,シャーメゾンオーキッド,式　,1,735,735,
77121,2013/1/20,3,メゾンクレール,式　,1,473,473,
77121,2013/1/20,4,フォーレスロ―カット,式　,1,1260,1260,
77121,2013/1/20,5,シャーメゾン府中,式　,1,473,473,
77121,2013/1/20,6,ヴィオトープ,式　,1,735,735,
77121,2013/1/20,7,ジュリアード松江,式　,1,735,735,
77121,2013/1/20,8,シャーメゾンうの,式　,1,473,473,
77121,2013/1/20,9,シャーメゾン広川,式　,1,473,473,
77121,2013/1/20,10,メゾン・ルテシィアⅡ,式　,1,473,473,
77121,2013/1/20,11,シャーメゾン岩出,式　,1,672,672,
77121,2013/1/20,12,シャーメゾン黒江,式　,1,473,473,
77121,2013/1/20,13,シャーメゾン野田,式　,1,704,704,
77121,2013/1/20,14,フロントパディーⅡ,式　,1,704,704,
77121,2013/1/20,15,キャラ21,式　,1,788,788,
77121,2013/1/20,16,シャーメゾン名高,式　,1,1974,1974,
77121,2013/1/20,17,シャーメゾン有田,式　,1,788,788,
77121,2013/1/20,18,タウニィ寿里,式　,1,1260,1260,
77121,2013/1/20,19,フォーブル木ノ本,式　,1,1113,1113,
77121,2013/1/20,20,ラベニュー城山,式　,1,735,735,
77121,2013/1/20,21,フレグランス吹上,式　,1,471,471,
77121,2013/1/20,22,メゾン南方,式　,1,996,996,
77121,2013/1/20,23,ラベニュー岩橋,式　,1,1113,1113,
77121,2013/1/20,24,タウニー山村,式　,1,735,735,
77121,2013/1/20,25,アメニティー東松江,式　,1,735,735,
77121,2013/1/20,26,ラベニュー谷口,式　,1,1260,1260,
