"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
88435,7,ガスチャージ                            ,式　,1,8000,8000,                    ,2021/3/30,
88435,8,試験調整費                              ,式　,1,10000,10000,                    ,2021/3/30,
88435,9,消耗品雑材費                            ,式　,1,30000,30000,                    ,2021/3/30,
88435,10,                                        ,　　,      ,         ,          ,                    ,2021/3/30,
88435,11,新設エアコンビルトレイン                ,台　,1,160000,160000,                    ,2021/3/30,
88435,12,新設エアコン                            ,台　,1,90000,90000,                    ,2021/3/30,
88435,13,消耗品雑材費                            ,式　,1,30000,30000,                    ,2021/3/30,
88435,14,                                        ,　　,      ,         ,          ,                    ,2021/3/30,
88435,15,ダクト工事                              ,　　,      ,         ,          ,                    ,2021/3/30,
88435,16,保温フレキ250材工費                     ,ｍ　,40,4000,160000,                    ,2021/3/30,
88435,17,保温フレキ200材工費                     ,ｍ　,10,3300,33000,                    ,2021/3/30,
88435,18,保温フレキ150材工費                     ,ｍ　,10,2800,28000,                    ,2021/3/30,
88435,19,送風機支給品つり込み                    ,式　,1,10000,10000,                    ,2021/3/30,
88435,20,キャンパスダクト材工費                  ,台　,6,6800,40800,                    ,2021/3/30,
88435,21,制気口用マイクロボックス材工費          ,台　,5,12500,62500,                    ,2021/3/30,
88435,22,亜鉛鋼鈑製400×400                      ,　　,      ,         ,          ,                    ,2021/3/30,
88435,23,五面ボックス材工費                      ,台　,1,7000,7000,                    ,2021/3/30,
88435,24,亜鉛鋼鈑製230×1075×250                ,　　,      ,         ,          ,                    ,2021/3/30,
88435,25,空調機チャンバーボックス材工費          ,個　,2,13000,26000,                    ,2021/3/30,
88435,26,ダクト撤去及び既存ボックス類            ,　　,      ,         ,          ,                    ,2021/3/30,
88435,27,移設工事閉止板材工費                    ,式　,1,60000,60000,                    ,2021/3/30,
88435,28,既設制気口類移設工事                    ,式　,1,15000,15000,                    ,2021/3/30,
88435,29,レントゲン検査                          ,　　,      ,         ,          ,                    ,2021/3/30,
88435,30,基本探査料（技術料、機器損料安全管理料）,式　,1,105000,105000,                    ,2021/3/30,
88435,31,撮影費X線フィルム通常                   ,枚　,6,2700,16200,                    ,2021/3/30,
88435,32,フィルム特種品                          ,枚　,1,5000,5000,                    ,2021/3/30,
88435,33,50×220                                 ,個　,1,         ,          ,                    ,2021/3/30,
88435,34,80×220                                 ,個　,2,         ,          ,                    ,2021/3/30,
88435,35,90×220                                 ,個　,1,         ,          ,                    ,2021/3/30,
88435,36,100×220                                ,個　,1,         ,          ,                    ,2021/3/30,
88435,37,65×150                                 ,個　,1,         ,          ,                    ,2021/3/30,
88435,38,50×150                                 ,個　,1,         ,          ,                    ,2021/3/30,
88435,39,65×310                                 ,個　,1,         ,          ,                    ,2021/3/30,
88435,40,工事費                                  ,式　,1,42000,42000,                    ,2021/3/30,
88435,41,                                        ,　　,      ,         ,          ,                    ,2021/3/30,
88435,42,スプリンクラー撤去及び増設移設          ,　　,      ,         ,          ,                    ,2021/3/30,
88435,43,スプリンクラーヘッド撤去                ,個　,3,         ,          ,                    ,2021/3/30,
88435,44,スプリンクラーヘッド                    ,個　,1,1500,1500,                    ,2021/3/30,
88435,45,スプリンクラーヘッド移設                ,個　,1,         ,          ,                    ,2021/3/30,
88435,46,マジックジョイント                      ,個　,1,55000,55000,                    ,2021/3/30,
88435,47,25A配管                                 ,本　,2,2500,5000,                    ,2021/3/30,
88435,48,同上付属品                              ,式　,1,25000,25000,                    ,2021/3/30,
88435,49,工事費                                  ,式　,1,180000,180000,                    ,2021/3/30,
88435,50,消防手続き立会試験費                    ,式　,1,70000,70000,                    ,2021/3/30,
88435,51,                                        ,　　,      ,         ,          ,                    ,2021/3/30,
88435,52,諸経費                                  ,式　,1,146500,146500,                    ,2021/3/30,
88438,1,123大林店                               ,　　,      ,         ,          ,                    ,2021/3/30,
88438,2,消防設備保守点検後不備改修工事          ,式　,1,38000,38000,3月30日,2021/3/30,
88422,1,天満シミズビル　1階　新時代　天満店     ,　　,      ,         ,          ,                    ,2021/3/29,
88422,2,消防設備工事                            ,式　,1,50000,50000,3/5･3/18･3/29       ,2021/3/29,
88422,3,書類作成及び立会試験                    ,式　,1,50000,50000,〃                  ,2021/3/29,
88436,1,㈱スズキ自販和歌山西浜店                ,　　,      ,         ,          ,                    ,2021/3/29,
88436,2,消防設備保守点検に伴う修理              ,式　,1,127000,127000,                    ,2021/3/29,
88397,1,カーサdiポルタ                          ,　　,      ,         ,          ,                    ,2021/3/29,
88397,2,防火シャッター内部機器調査              ,式　,1,64000,64000,3月2日,2021/3/29,
88397,3,防火シャッター内部機器取替工事          ,式　,1,90000,90000,3月29日,2021/3/29,
88427,1,東和中学校・和歌浦小学校                ,　　,      ,         ,          ,                    ,2021/3/29,
88427,2,空調電気設備工事                        ,式　,1,135000,135000,3/25･3/29           ,2021/3/29,
88389,1,令和2年度病修第247号                    ,　　,      ,         ,          ,                    ,2021/3/27,
88389,2,エネルギーセンター防災設備用管理PC修繕  ,式　,1,450000,450000,                    ,2021/3/27,
88390,1,令和2年度学修第91号                     ,　　,      ,         ,          ,                    ,2021/3/27,
88390,2,RI動物実験施設サル第2飼育感知器修繕     ,式　,1,66000,66000,                    ,2021/3/27,
88388,1,注文番号：Q583MO                        ,　　,      ,         ,          ,                    ,2021/3/26,
88388,2,粉末ABC消火器10型(ﾘｻｲｸﾙｼｰﾙ代込)         ,本　,2,4000,8000,3月25日,2021/3/26,
88388,3,BF102S　消火器BOX（10型2本用）　SUS     ,台　,1,11000,11000,〃                  ,2021/3/26,
88403,1,医療法人慈愛会勝田胃腸内科外科医院      ,　　,      ,         ,          ,                    ,2021/3/26,
88403,2,差動式スポット型感知器2種               ,個　,4,1516,6064,3/26消検            ,2021/3/26,
88403,3,工事費                                  ,式　,1,60000,60000,〃                  ,2021/3/26,
88403,4,手続き立会試験費                        ,式　,1,50000,50000,〃                  ,2021/3/26,
88403,5,消耗品雑材費                            ,式　,1,3000,3000,〃                  ,2021/3/26,
88403,6,諸経費                                  ,式　,1,5936,5936,〃                  ,2021/3/26,
88448,1,現場応援費                              ,式　,1,300000,300000,                    ,2021/3/25,
88448,2,図面作成費                              ,式　,1,250000,250000,                    ,2021/3/25,
88464,1,KYD神戸支店改修工事分　納品             ,　　,      ,         ,          ,                    ,2021/3/25,
88464,2,MXO131DBRN　ワットメーターボックス　M   ,台　,1,5000,5000,                    ,2021/3/25,
88387,1,中央卸売市場                            ,　　,      ,         ,          ,                    ,2021/3/24,
88387,2,青果棟　自動火災報知器修繕              ,　　,      ,         ,          ,                    ,2021/3/24,
88387,3,表示灯（防水型）                        ,個　,9,2500,22500,                    ,2021/3/24,
88387,4,配管PF管16φ                            ,ｍ　,150,80,12000,                    ,2021/3/24,
88387,5,配線EMHP1.2-2C                          ,ｍ　,180,60,10800,                    ,2021/3/24,
88387,6,同上付属品                              ,式　,1,7000,7000,                    ,2021/3/24,
88387,7,取替工事費（調査費含む）                ,式　,1,250000,250000,                    ,2021/3/24,
88387,8,消耗品雑材費                            ,式　,1,10000,10000,                    ,2021/3/24,
88387,9,高所作業車                              ,式　,1,50000,50000,                    ,2021/3/24,
88387,10,諸経費                                  ,式　,1,37700,37700,                    ,2021/3/24,
88394,1,123浜野店                               ,　　,      ,         ,          ,                    ,2021/3/24,
88394,2,泡消火設備漏水修理工事                  ,式　,1,187000,187000,3月24日,2021/3/24,
88412,1,りんくうエルガビル                      ,　　,      ,         ,          ,                    ,2021/3/23,
88412,2,消防設備不良箇所改修工事                ,式　,1,714000,714000,3/23～3/30          ,2021/3/23,
88424,1,寺田萬寿病院                            ,　　,      ,         ,          ,                    ,2021/3/22,
88424,2,蒸気配管工事                            ,式　,1,140000,140000,3/17･3/22           ,2021/3/22,
88407,1,りんくうプレミアムアウトレット          ,　　,      ,         ,          ,                    ,2021/3/20,
88407,2,6220区画　納品                          ,　　,      ,         ,          ,                    ,2021/3/20,
88407,3,粉末ABC消火器10型（設置台共）           ,本　,3,5000,15000,3月1日,2021/3/20,
88407,4,                                        ,　　,      ,         ,          ,                    ,2021/3/20,
88407,5,2110区画　納品                          ,　　,      ,         ,          ,                    ,2021/3/20,
88407,6,粉末ABC消火器10型（設置台共）           ,本　,3,5000,15000,3月20日,2021/3/20,
88410,1,イオンモールりんくう泉南　納品          ,　　,      ,         ,          ,                    ,2021/3/20,
88410,2,感知器終端抵抗器　終端器　ホーチキ用    ,個　,10,765,7650,3月20日,2021/3/20,
88345,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2021/3/20,
88345,2,グリーンフル浜路（総合点検）            ,式　,1,25840,25840,R2.5.30,2021/3/20,
88345,3,ラ・アンドリーナ（総合点検）            ,式　,1,23840,23840,R2.12.26,2021/3/20,
88345,4,ラフォーレ壱番館（総合点検）            ,式　,1,23280,23280,2月6日,2021/3/20,
88345,5,セレナ中島（総合点検）                  ,式　,1,26640,26640,2月7日,2021/3/20,
88345,6,グリーンフル中島（総合点検）            ,式　,1,25280,25280,2月8日,2021/3/20,
88383,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2021/3/20,
88383,2,シャーメゾンオーキッド                  ,式　,1,770,770,                    ,2021/3/20,
88383,3,メゾンクレール                          ,式　,1,495,495,                    ,2021/3/20,
88383,4,フォーレスロ―カット                    ,式　,1,1320,1320,                    ,2021/3/20,
88383,5,シャーメゾン府中                        ,式　,1,495,495,                    ,2021/3/20,
88383,6,ヴィオス神前                            ,式　,1,495,495,                    ,2021/3/20,
88383,7,ヴィオトープ                            ,式　,1,770,770,                    ,2021/3/20,
88383,8,ジュリアード松江                        ,式　,1,770,770,                    ,2021/3/20,
88383,9,シャーメゾンうの                        ,式　,1,495,495,                    ,2021/3/20,
88383,10,シャーメゾン広川                        ,式　,1,495,495,                    ,2021/3/20,
88383,11,メゾン・ルテシィアⅡ                    ,式　,1,495,495,                    ,2021/3/20,
88383,12,シャーメゾン岩出                        ,式　,1,704,704,                    ,2021/3/20,
88383,13,シャーメゾン黒江                        ,式　,1,495,495,                    ,2021/3/20,
88383,14,シャーメゾン野田                        ,式　,1,737,737,                    ,2021/3/20,
88383,15,フロントパディーⅡ                      ,式　,1,737,737,                    ,2021/3/20,
88383,16,シャーメゾン名高                        ,式　,1,2068,2068,                    ,2021/3/20,
88383,17,シャーメゾン尾崎                        ,式　,1,1485,1485,                    ,2021/3/20,
88383,18,シャーメゾン有田                        ,式　,1,825,825,                    ,2021/3/20,
88383,19,シャーメゾン中島                        ,式　,1,770,770,                    ,2021/3/20,
88383,20,グリーンルーフ                          ,式　,1,660,660,                    ,2021/3/20,
88383,21,グリーンルーフ                          ,式　,1,660,660,                    ,2021/3/20,
88383,22,シャーメゾン砂山南                      ,式　,1,5907,5907,                    ,2021/3/20,
88383,23,べレオＫ                                ,式　,1,2068,2068,                    ,2021/3/20,
88383,24,べレオ太田                              ,式　,1,2068,2068,                    ,2021/3/20,
88383,25,シャーメゾンｂｒｉｌｌｉａｎｔ          ,式　,1,770,770,                    ,2021/3/20,
88383,26,べレオ新通                              ,式　,1,2068,2068,                    ,2021/3/20,
88383,27,アメニティ太田                          ,式　,1,770,770,                    ,2021/3/20,
88383,28,べレオ堀止西                            ,式　,1,2068,2068,                    ,2021/3/20,
88383,29,ヴィレッジ三年坂                        ,式　,1,4136,4136,                    ,2021/3/20,
88383,30,ベレオ西浜ハーモニーガーデン            ,式　,1,3102,3102,                    ,2021/3/20,
88383,31,ディアス妙寺                            ,式　,1,693,693,                    ,2021/3/20,
88383,32,グリーンルーフ妙寺                      ,式　,1,990,990,                    ,2021/3/20,
88383,33,ベレオ園部                              ,式　,1,3102,3102,                    ,2021/3/20,
88383,34,ガーデンハイツⅡ                        ,式　,1,770,770,                    ,2021/3/20,
88383,35,コラール堀止                            ,式　,1,770,770,                    ,2021/3/20,
88383,36,シャーメゾン葵                          ,式　,1,495,495,                    ,2021/3/20,
88383,37,ベルデ堀口                              ,式　,1,2068,2068,                    ,2021/3/20,
88383,38,シャーメゾンＷＩＬＬ                    ,式　,1,770,770,                    ,2021/3/20,
88383,39,ＳｈａＭａｉｓｏｎ　ＮＡ                ,式　,1,770,770,                    ,2021/3/20,
88383,40,ベレオＢｒｉｌｌｉａｎｔ                ,式　,1,1650,1650,                    ,2021/3/20,
88383,41,ベレオ紀三井寺                          ,式　,1,1100,1100,                    ,2021/3/20,
88383,42,ベレオけやき                            ,式　,1,4136,4136,                    ,2021/3/20,
88383,43,シャーメゾン松江北                      ,式　,1,495,495,                    ,2021/3/20,
88383,44,ベレオコスモ                            ,式　,1,1650,1650,                    ,2021/3/20,
88383,45,シャーメゾンＬａＬａ                    ,式　,1,770,770,                    ,2021/3/20,
88383,46,ベレオ小堀                              ,式　,1,4136,4136,                    ,2021/3/20,
88383,47,ベレオ寺町通り                          ,式　,1,3102,3102,                    ,2021/3/20,
88383,48,メゾンド・ベレオ                        ,式　,1,1650,1650,                    ,2021/3/20,
88383,49,シャーメゾン宝亀                        ,式　,1,3454,3454,                    ,2021/3/20,
88383,50,ベレオ小野町                            ,式　,1,2068,2068,                    ,2021/3/20,
88383,51,シャーメゾン彩花                        ,式　,1,990,990,                    ,2021/3/20,
88383,52,ベレオ広瀬                              ,式　,1,5907,5907,                    ,2021/3/20,
88383,53,Ｔｏｕｒｎｅｓｏｌ                      ,式　,1,4136,4136,                    ,2021/3/20,
88383,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ          ,式　,1,495,495,                    ,2021/3/20,
88383,55,ディアス松野                            ,式　,1,1045,1045,                    ,2021/3/20,
88383,56,プロヌーブ今福                          ,式　,1,990,990,                    ,2021/3/20,
88383,57,ベレオ黒田ＳＯＵＴＨ                    ,式　,1,990,990,                    ,2021/3/20,
88383,58,Ｆｅｌｉｃａ紀三井寺                    ,式　,1,770,770,                    ,2021/3/20,
88383,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ            ,式　,1,1595,1595,                    ,2021/3/20,
88383,60,シャーメゾン茶屋ノ丁                    ,式　,1,495,495,                    ,2021/3/20,
88383,61,ベレオくすのき                          ,式　,1,4136,4136,                    ,2021/3/20,
88383,62,ＢＥＲＥＯ　Ｒｉａｎ                    ,式　,1,3102,3102,                    ,2021/3/20,
88383,63,フレグランス船所                        ,式　,1,1166,1166,                    ,2021/3/20,
88383,64,フレグランス船所Ⅱ                      ,式　,1,1320,1320,                    ,2021/3/20,
88383,65,メゾンドソレイユ                        ,式　,1,245,245,                    ,2021/3/20,
88383,66,シャーメゾンガーデンズ紀三井寺          ,式　,1,770,770,                    ,2021/3/20,
88383,67,シャーメゾン幡川                        ,式　,1,990,990,                    ,2021/3/20,
88383,68,ロイヤルヒルズ三番丁                    ,式　,1,1650,1650,                    ,2021/3/20,
88383,69,シャーメゾン秋月の杜                    ,式　,1,770,770,                    ,2021/3/20,
88383,70,ブランシェ堀止                          ,式　,1,495,495,                    ,2021/3/20,
88383,71,ベレオクシモト                          ,式　,1,4092,4092,                    ,2021/3/20,
88383,72,ベレオグルース西紺屋                    ,式　,1,1595,1595,                    ,2021/3/20,
88383,73,プロヌーブ下津野                        ,式　,1,990,990,                    ,2021/3/20,
88383,74,リヴェール　ヒデ                        ,式　,1,770,770,                    ,2021/3/20,
88383,75,ディアス松島                            ,式　,1,517,517,                    ,2021/3/20,
88383,76,タウニィ寿里                            ,式　,1,1320,1320,                    ,2021/3/20,
88383,77,フォーブル木ノ本                        ,式　,1,1166,1166,                    ,2021/3/20,
88383,78,ラベニュー城山                          ,式　,1,770,770,                    ,2021/3/20,
88383,79,フレグランス吹上                        ,式　,1,495,495,                    ,2021/3/20,
88383,80,メゾン南方                              ,式　,1,1045,1045,                    ,2021/3/20,
88383,81,ラベニュー岩橋                          ,式　,1,1166,1166,                    ,2021/3/20,
88383,82,タウニィ山村                            ,式　,1,770,770,                    ,2021/3/20,
88383,83,ラベニュー谷口                          ,式　,1,1320,1320,                    ,2021/3/20,
88383,84,タウニィ酒井                            ,式　,1,693,693,                    ,2021/3/20,
88383,85,フレグランス畑屋敷                      ,式　,1,495,495,                    ,2021/3/20,
88383,86,フォーブル苗代                          ,式　,1,693,693,                    ,2021/3/20,
88383,87,フォーブル若葉                          ,式　,1,770,770,                    ,2021/3/20,
88383,88,フォーブル松見                          ,式　,1,1320,1320,                    ,2021/3/20,
88383,89,ラベニューコスモ                        ,式　,1,770,770,                    ,2021/3/20,
88383,90,タウニィ紀ノ川                          ,式　,1,693,693,                    ,2021/3/20,
88383,91,タウニィ料理松                          ,式　,1,1122,1122,                    ,2021/3/20,
88383,92,タウニィ清水                            ,式　,1,770,770,                    ,2021/3/20,
88383,93,タウニィ浜代                            ,式　,1,968,968,                    ,2021/3/20,
88383,94,タウニィ浜代２                          ,式　,1,693,693,                    ,2021/3/20,
88383,95,フォーブルさち                          ,式　,1,1397,1397,                    ,2021/3/20,
88383,96,タウニィ美園                            ,式　,1,693,693,                    ,2021/3/20,
88383,97,フレグランス松江                        ,式　,1,495,495,                    ,2021/3/20,
88383,98,セキワガーデンハウス春日                ,式　,1,968,968,                    ,2021/3/20,
88383,99,ラベニュー根来                          ,式　,1,693,693,                    ,2021/3/20,
88383,100,シローズフレグランス                    ,式　,1,770,770,                    ,2021/3/20,
88383,101,ドミールクルス                          ,式　,1,1320,1320,                    ,2021/3/20,
88383,102,グリーンビレッジ２１                    ,式　,1,2145,2145,                    ,2021/3/20,
