"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
84284,2018/3/20,132,グランシード関戸,式　,1,486,486,
84284,2018/3/20,133,フレグランス小雑賀,式　,1,756,756,
84284,2018/3/20,134,グリーンルーフ塩屋,式　,1,486,486,
84284,2018/3/20,135,フレグランス南紀の台,式　,1,972,972,
84284,2018/3/20,136,グリーンルーフＣｏｃｃｏ,式　,1,486,486,
84284,2018/3/20,137,ハイツ楠Ⅱ,式　,1,486,486,
84284,2018/3/20,138,グリーンルーフ妙寺,式　,1,972,972,
84284,2018/3/20,139,シャーメゾン山中,式　,1,486,486,
84284,2018/3/20,140,シャーメゾン高松,式　,1,756,756,
84284,2018/3/20,141,メゾン雑賀,式　,1,486,486,
84284,2018/3/20,142,グリーンルーフのうがわ,式　,1,950,950,
84284,2018/3/20,143,ドエルＫ,式　,1,486,486,
84284,2018/3/20,144,シャーメゾン山崎,式　,1,1296,1296,
84284,2018/3/20,145,シャーメゾン新堂,式　,1,1836,1836,
84284,2018/3/20,146,シャーメゾン小雑賀,式　,1,1026,1026,
84284,2018/3/20,147,エクセレンス六十谷,式　,1,756,756,
84284,2018/3/20,148,シャーメゾンＨＡＭＡＩＣＨＩ,式　,1,972,972,
84284,2018/3/20,149,シャーメゾン打田,式　,1,1026,1026,
84284,2018/3/20,150,シャーメゾン堀口,式　,1,1296,1296,
84284,2018/3/20,151,シャーメゾン新堂Ⅱ,式　,1,1026,1026,
84284,2018/3/20,152,シャーメゾンキタグチ,式　,1,486,486,
84284,2018/3/20,153,セファミ荊本,式　,1,1026,1026,
84284,2018/3/20,154,フォーレスＩ＆Ｎ,式　,1,486,486,
84284,2018/3/20,155,シャーメゾンＭ,式　,1,486,486,
84284,2018/3/20,156,ヴィンヤードハウスⅢ,式　,1,486,486,
84284,2018/3/20,157,エクセレンス六十谷Ⅱ,式　,1,756,756,
84284,2018/3/20,158,ガーデンハイツ湯浅,式　,1,756,756,
84284,2018/3/20,159,ルミエール湊,式　,1,756,756,
84284,2018/3/20,160,シャーメゾン紀峰,式　,1,756,756,
84284,2018/3/20,161,グランメール福島,式　,1,756,756,
84284,2018/3/20,162,パールハイツ箕島,式　,1,680,680,
84284,2018/3/20,163,ワイズヴィラ,式　,1,540,540,
84284,2018/3/20,164,フォーレス・ノベル,式　,1,756,756,
84284,2018/3/20,165,藤栄ハイツ,式　,1,680,680,
84284,2018/3/20,166,ラ・サルデーヌⅡ,式　,1,486,486,
84284,2018/3/20,167,メゾン・ルテシィア,式　,1,486,486,
84284,2018/3/20,168,シャーメゾン下津,式　,1,680,680,
84284,2018/3/20,169,リヴェール　ヒデ,式　,1,756,756,
84284,2018/3/20,170,シャーメゾンくすの木,式　,1,1944,1944,
84284,2018/3/20,171,シャーメゾン笠松,式　,1,756,756,
84284,2018/3/20,172,サニーハイツ向島,式　,1,486,486,
84284,2018/3/20,173,パークハイツ,式　,1,486,486,
84284,2018/3/20,174,リバーサイド湯浅,式　,1,756,756,
84284,2018/3/20,175,ラガール湯浅,式　,1,486,486,
84284,2018/3/20,176,五月ハイツ,式　,1,1361,1361,
84284,2018/3/20,177,アン・セリジェ,式　,1,756,756,
84284,2018/3/20,178,ブランシェ前田,式　,1,756,756,
84284,2018/3/20,179,シャーメゾン青木,式　,1,756,756,
84284,2018/3/20,180,フォーナス,式　,1,950,950,
84284,2018/3/20,181,パレスデュオ・照（テラス）,式　,1,756,756,
84284,2018/3/20,182,シャーメゾンハーヴェスト,式　,1,756,756,
84284,2018/3/20,183,クレール松ヶ丘,式　,1,486,486,
84284,2018/3/20,184,クレール,式　,1,756,756,
84284,2018/3/20,185,アン・セリジェ　Ⅱ,式　,1,486,486,
84284,2018/3/20,186,フレグランス二里ヶ浜,式　,1,756,756,
84284,2018/3/20,187,アベニール,式　,1,756,756,
84284,2018/3/20,188,ディアス赤坂,式　,1,756,756,
84284,2018/3/20,189,カサ・フィオーレＦＧ,式　,1,756,756,
84284,2018/3/20,190,ブランシェ旭　Ａ棟,式　,1,486,486,
84284,2018/3/20,191,ブランシェ旭　Ｂ棟,式　,1,486,486,
84284,2018/3/20,192,シャーメゾン安上,式　,1,950,950,
84284,2018/3/20,193,フローラ,式　,1,756,756,
84284,2018/3/20,194,ワイズコート,式　,1,486,486,
84284,2018/3/20,195,シャーメゾン西高松,式　,1,486,486,
84284,2018/3/20,196,シャーメゾン木ノ本,式　,1,680,680,
84284,2018/3/20,197,ブランシェＳ,式　,1,680,680,
84284,2018/3/20,198,ディアスＡＫＩＨＯ,式　,1,680,680,
84284,2018/3/20,199,シャンブルＭ,式　,1,950,950,
84284,2018/3/20,200,シャーメゾン幸輝,式　,1,1145,1145,
84284,2018/3/20,201,ボナール千且,式　,1,756,756,
84284,2018/3/20,202,イマージュ浜の宮,式　,1,486,486,
84284,2018/3/20,203,ヴィラ天神崎,式　,1,918,918,
84284,2018/3/20,204,シャーメゾンフクイ,式　,1,486,486,
84284,2018/3/20,205,アヴェンヌ太田,式　,1,1102,1102,
84284,2018/3/20,206,メゾネット松島,式　,1,486,486,
84284,2018/3/20,207,シャーメゾン今福,式　,1,486,486,
84284,2018/3/20,208,イマージュ浜の宮Ⅱ,式　,1,680,680,
84284,2018/3/20,209,ＫＹＡＲＡ　ＭＡＩＳＯＮ　Ⅱ,式　,1,486,486,
84284,2018/3/20,210,シャーメゾン西浜Ａ,式　,1,680,680,
84284,2018/3/20,211,和歌浦ガーデンテラス,式　,1,1296,1296,
84284,2018/3/20,212,シャーメゾン彩都Ａ,式　,1,680,680,
84284,2018/3/20,213,シャーメゾンロイヤルヒルズⅠ,式　,1,486,486,
84284,2018/3/20,214,シャーメゾン下津野,式　,1,1145,1145,
84284,2018/3/20,215,シャーメゾン砂山南,式　,1,5800,5800,
84284,2018/3/20,216,べレオＫ,式　,1,2030,2030,
84284,2018/3/20,217,べレオ太田,式　,1,2030,2030,
84284,2018/3/20,218,シャーメゾンｂｒｉｌｌｉａｎｔ,式　,1,756,756,
84284,2018/3/20,219,べレオ新通,式　,1,2030,2030,
84284,2018/3/20,220,べレオ堀止西,式　,1,2030,2030,
84284,2018/3/20,221,ベレオ西浜ハーモニーガーデン,式　,1,3046,3046,
84284,2018/3/20,222,ヴィレッジ三年坂,式　,1,4061,4061,
84284,2018/3/20,223,ベレオ園部,式　,1,3046,3046,
84284,2018/3/20,224,ガーデンハイツⅡ,式　,1,756,756,
84284,2018/3/20,225,コラール堀止,式　,1,756,756,
84284,2018/3/20,226,シャーメゾン葵,式　,1,486,486,
84284,2018/3/20,227,シャーメゾンＷＩＬＬ,式　,1,756,756,
84284,2018/3/20,228,ベルデ堀口,式　,1,2030,2030,
84284,2018/3/20,229,ＳｈａＭａｉｓｏｎ　ＮＡ,式　,1,756,756,
84284,2018/3/20,230,ベレオＢｒｉｌｌｉａｎｔ,式　,1,1620,1620,
84284,2018/3/20,231,ベレオ紀三井寺,式　,1,1080,1080,
84284,2018/3/20,232,ベレオけやき,式　,1,4061,4061,
84284,2018/3/20,233,シャーメゾン松江北,式　,1,486,486,
84284,2018/3/20,234,シャーメゾンＬａＬａ,式　,1,756,756,
84284,2018/3/20,235,ベレオコスモ,式　,1,784,784,
84293,2018/3/20,1,ローソン　日高総合病院店,　　,      ,         ,          ,
84293,2018/3/20,2,スプリンクラー設備工事,式　,1,283000,283000,3月26日
84225,2018/3/20,1,フロート弁取替工事,　　,      ,         ,          ,
84225,2018/3/20,2,フロート弁,個　,1,7250,7250,
84225,2018/3/20,3,取替工事費,式　,1,9000,9000,
84225,2018/3/20,4,諸経費,式　,1,1550,1550,
84227,2018/3/20,1,火災通報装置連動停止スイッチ取付工事,式　,1,88000,88000,3/5・20
84283,2018/3/20,1,火災通報装置　連動停止スイッチ取付工事,　　,      ,         ,          ,3/5・20
84283,2018/3/20,2,連動停止スイッチ,個　,1,15000,15000,
84283,2018/3/20,3,配線材料費,式　,1,3000,3000,
84283,2018/3/20,4,工事費,式　,1,25000,25000,
84283,2018/3/20,5,消防手続立会試験費,式　,1,30000,30000,
84283,2018/3/20,6,消耗品雑材費,式　,1,1000,1000,
84283,2018/3/20,7,諸経費,式　,1,7000,7000,
84283,2018/3/20,8,値引き,式　,1,11000,11000,
84308,2018/3/20,1,123鶴橋店,　　,      ,         ,          ,
84308,2018/3/20,2,耐火ｸﾛｽｽｸﾘｰﾝ用非常用ﾊﾞｯﾃﾘｰ取替工事,式　,1,17000,17000,3月20日
84286,2018/3/20,1,西和佐小学校,　　,      ,         ,          ,
84286,2018/3/20,2,感知器増設工事,式　,1,20000,20000,3月21日
84290,2018/3/19,1,和歌山城天守閣前売店改修工事,式　,1,1800000,1800000,11/24～3/19
84320,2018/3/19,1,123田辺店,　　,      ,         ,          ,
84320,2018/3/19,2,圧力ゲージ(2.5Mpa),個　,1,6000,6000,3/19お引取
84275,2018/3/18,1,安楽川幼稚園,　　,      ,         ,          ,
84275,2018/3/18,2,ウォシュレット2台取替工事,式　,1,314000,314000,3月18日
84278,2018/3/17,1,消防設備保守点検,　　,      ,         ,          ,
84278,2018/3/17,2,木下建設マンション（機器点検）,式　,1,40000,40000,3月17日
84278,2018/3/17,3,地域活動支援センターピア下津(総合点検),式　,1,15000,15000,3月12日
84278,2018/3/17,4,農産物販売どんどん広場(総合点検),式　,1,30000,30000,3月12日
84301,2018/3/16,1,安土町センタービル,　　,      ,         ,          ,
84301,2018/3/16,2,消火ポンプ入替に伴う電源設備工事,式　,1,327000,327000,3/1～16
84259,2018/3/16,1,ハイツカワバタ　102号室　居室Ａ,　　,      ,         ,          ,3月16日
84259,2018/3/16,2,住警器(取付費込),台　,1,3000,3000,
84260,2018/3/16,1,サンハイツセプテ　106号室,　　,      ,         ,          ,3月16日
84260,2018/3/16,2,住警器(取付費込),台　,3,3000,9000,
84267,2018/3/16,1,ワールドプラザ南海　電球交換,　　,      ,         ,          ,
84267,2018/3/16,2,44271,　　,      ,         ,          ,
84267,2018/3/16,3,１階　外灯　ハロゲン球,個　,2,1600,3200,
84267,2018/3/16,4,１階　廊下　ボール球,個　,2,350,700,
84267,2018/3/16,5,５階　廊下　ハロゲン球,個　,1,1600,1600,
84267,2018/3/16,6,取替費,式　,1,5000,5000,
84243,2018/3/16,1,消防設備保守点検,　　,      ,         ,          ,
84243,2018/3/16,2,ひらり（機器点検）,式　,1,45000,45000,3月16日
84257,2018/3/15,1,ガーデンハイツ田園　110号室,　　,      ,         ,          ,3月15日
84257,2018/3/15,2,住警器(取付費込),台　,1,3000,3000,
84258,2018/3/15,1,ニュー三喜マンション　401号室,　　,      ,         ,          ,3月15日
84258,2018/3/15,2,住警器(取付費込),台　,1,3000,3000,
84209,2018/3/15,1,多奈川小学校　空調機設置工事,　　,      ,         ,          ,
84209,2018/3/15,2,電気設備工事,式　,1,3450000,3450000,
84264,2018/3/15,1,多奈川小学校　空調機設置工事,　　,      ,         ,          ,
84264,2018/3/15,2,電気工事費,式　,1,200000,200000,
84276,2018/3/15,1,タムラビル　消防設備保守点検（機器点検）,式　,1,70000,70000,3月15日
84277,2018/3/15,1,ナビオミカサ　消防設備保守点検(機器点検),式　,1,70000,70000,3月15日
84219,2018/3/14,1,ビジネスホテル圭,　　,      ,         ,          ,
84219,2018/3/14,2,消防設備保守点検後不備改修工事,式　,1,40000,40000,3月14日
84268,2018/3/14,1,中川荘,　　,      ,         ,          ,3月14日
84268,2018/3/14,2,消防設備保守点検（総合点検）,式　,1,4800,4800,
84268,2018/3/14,3,消火器10型,本　,1,5700,5700,
84268,2018/3/14,4,取付金具,個　,1,1500,1500,
84268,2018/3/14,5,取付費,式　,1,2000,2000,
84279,2018/3/14,1,消防設備保守点検,　　,      ,         ,          ,
84279,2018/3/14,2,オーエース（機器点検）,式　,1,54000,54000,3月14日
84217,2018/3/14,1,ルフト・ロゼ田尻　Ａ・Ｂ棟,　　,      ,         ,          ,3月14日
84217,2018/3/14,2,粉末ＡＢＣ消火器10型,本　,5,4000,20000,
84217,2018/3/14,3,消火器設置台,台　,5,1000,5000,
84217,2018/3/14,4,書類作成及び消防手続立会試験費,式　,1,40000,40000,
84230,2018/3/14,1,道の駅紀の川万葉の里レストラン,　　,      ,         ,          ,
84230,2018/3/14,2,非常警報装置設置工事,式　,1,60000,60000,3/6・14
84218,2018/3/13,1,御坊警察宿舎,　　,      ,         ,          ,
84218,2018/3/13,2,中継器取替工事(プルボックス取付込),式　,1,32800,32800,3月13日
84212,2018/3/13,1,南堀江プリメール,　　,      ,         ,          ,
84212,2018/3/13,2,消防設備工事,式　,1,130000,130000,3/2～13
84206,2018/3/13,1,土間排水トラップ取替,　　,      ,         ,          ,
84206,2018/3/13,2,排水トラップ,式　,1,2000,2000,
84206,2018/3/13,3,修理費,式　,1,5000,5000,
84206,2018/3/13,4,諸経費,式　,1,1000,1000,
84207,2018/3/13,1,空調機点検作業費（エコアイス）,式　,1,25000,25000,
84204,2018/3/13,1,加圧給水ﾎﾟﾝﾌﾟﾕﾆｯﾄ(ｲﾝﾊﾞｰﾀ)FE40A2.2,台　,1,290000,290000,
84204,2018/3/13,2,配管材料,式　,1,50000,50000,
84204,2018/3/13,3,作業費(作業員3名),式　,1,150000,150000,
84204,2018/3/13,4,雑材費(ブロック類他),式　,1,15000,15000,
84204,2018/3/13,5,諸経費,式　,1,15000,15000,
84205,2018/3/13,1,ＴＯＴＯフラッシュバルブ,台　,1,30000,30000,
84205,2018/3/13,2,同上付属品,式　,1,10000,10000,
84205,2018/3/13,3,取替費,式　,1,30000,30000,
84205,2018/3/13,4,水抜き水張り,式　,1,50000,50000,
84205,2018/3/13,5,消耗品雑材費,式　,1,20000,20000,
84205,2018/3/13,6,諸経費,式　,1,30000,30000,
84208,2018/3/13,1,エコキュート修理,　　,      ,         ,          ,
84208,2018/3/13,2,電動混合弁,個　,1,16500,16500,
84208,2018/3/13,3,技術料,式　,1,12000,12000,
84208,2018/3/13,4,出張費,式　,1,5000,5000,
84208,2018/3/13,5,諸経費,式　,1,1500,1500,
84226,2018/3/13,1,南堀江プレミール,　　,      ,         ,          ,
84226,2018/3/13,2,定温式ｽﾎﾟｯﾄ型感知器防水,個　,1,1080,1080,
84226,2018/3/13,3,取替費,式　,1,2000,2000,
84226,2018/3/13,4,　,　　,      ,         ,          ,
84226,2018/3/13,5,粉末ABC消火器10型,本　,1,3800,3800,
84226,2018/3/13,6,消火器標識板,枚　,1,150,150,
84226,2018/3/13,7,半埋消火器BOX,台　,1,17500,17500,
84226,2018/3/13,8,BOX　送料,式　,1,1000,1000,
84226,2018/3/13,9,　,　　,      ,         ,          ,
84226,2018/3/13,10,諸経費,式　,1,1270,1270,
84314,2018/3/13,1,アピア逆瀬川,　　,      ,         ,          ,
84314,2018/3/13,2,調査,式　,1,13000,13000,3月13日
84315,2018/3/13,1,神戸ポートピアホテル（17階）,　　,      ,         ,          ,2/23・3/8
84315,2018/3/13,2,非常放送テスト,式　,1,20000,20000,
84315,2018/3/13,3,手続立会試験費,式　,1,50000,50000,
84361,2018/3/13,1,消防設備保守点検,　　,      ,         ,          ,
84361,2018/3/13,2,ホテルアバローム紀の国（機器点検）,式　,1,240000,240000,3月13日
84291,2018/3/12,1,鴫野保育園,　　,      ,         ,          ,3月12日
84291,2018/3/12,2,書類作成及び立会試験費,式　,1,50000,50000,
84291,2018/3/12,3,粉末ABC消火器10型,本　,1,4000,4000,
84291,2018/3/12,4,消火器設置台,台　,1,1000,1000,
84292,2018/3/12,1,(仮称)鴫野東Ｍ新築工事,　　,      ,         ,          ,
84292,2018/3/12,2,書類作成及び立会試験費,式　,1,50000,50000,
84292,2018/3/12,3,粉末ABC消火器10型,本　,3,4000,12000,
84292,2018/3/12,4,消火器設置台,台　,3,1000,3000,
84399,2018/3/11,1,見積番号：230,　　,      ,         ,          ,
84399,2018/3/11,2,三菱電機体育館消防設備保守点検後改修工事,式　,1,50000,50000,3月11日
84304,2018/3/10,1,尾高工作所,　　,      ,         ,          ,
84304,2018/3/10,2,スピーカー増設工事,式　,1,84000,84000,3月10日
84242,2018/3/10,1,消防設備保守点検,　　,      ,         ,          ,
84242,2018/3/10,2,ｸﾞﾙｰﾌﾟﾎｰﾑはるすのお家・西吉野(総合点検),式　,1,60000,60000,3月10日
84309,2018/3/10,1,123ファースト八尾店,　　,      ,         ,          ,
84309,2018/3/10,2,誘導灯球納品,個　,1,2000,2000,3月10日
84311,2018/3/10,1,ＣＩＴＹ！ＷＡＫＡＹＡＭＡ,　　,      ,         ,          ,
84311,2018/3/10,2,消防設備保守点検後不備改修工事,式　,1,77000,77000,3月10日
84298,2018/3/9,1,りんくうエルガビル,　　,      ,         ,          ,
84298,2018/3/9,2,シャッター結線・テスト,式　,1,80000,80000,2/28・3/9
84248,2018/3/9,1,ガーデンハイツ田園　207号室,　　,      ,         ,          ,3月9日
84248,2018/3/9,2,住警器(取付費込),台　,1,3000,3000,
84249,2018/3/9,1,キューブＮ　Ｂ棟310号室,　　,      ,         ,          ,3月9日
84249,2018/3/9,2,住警器(取付費込),台　,1,3000,3000,
84341,2018/3/8,1,田辺　福祉施設,　　,      ,         ,          ,
84341,2018/3/8,2,火災通報装置　調査,式　,1,10000,10000,3月8日
84280,2018/3/8,1,那賀高校,　　,      ,         ,          ,
84280,2018/3/8,2,感知器2個取替工事（支給品）,式　,1,21000,21000,3月8日
84228,2018/3/8,1,関西空港交通㈱空港運行事業所,　　,      ,         ,          ,2/15・3/8
84228,2018/3/8,2,感知器5台移設工事費,式　,1,20000,20000,
84228,2018/3/8,3,届出作成及び検査立会費,式　,1,30000,30000,
84274,2018/3/7,1,ひいなの湯,　　,      ,         ,          ,
84274,2018/3/7,2,受信機・連動操作盤・警報盤等移設工事,式　,1,300000,300000,
84273,2018/3/7,1,介護老人保健施設ローズ,　　,      ,         ,          ,
84273,2018/3/7,2,火災通報装置連動工事,式　,1,73000,73000,2/24～3/7
84246,2018/3/6,1,グリーンフル堀井,　　,      ,         ,          ,3月6日
84246,2018/3/6,2,P型2級発信機,台　,3,4300,12900,
84246,2018/3/6,3,表示灯LED付,個　,3,1600,4800,
84246,2018/3/6,4,取替費,式　,1,10000,10000,
84246,2018/3/6,5,出張費,式　,1,1500,1500,
84263,2018/3/6,1,サンライフＦ　201号室,　　,      ,         ,          ,3月6日
84263,2018/3/6,2,住警器(取付費込),台　,3,3000,9000,
84362,2018/3/6,1,和歌山病院,　　,      ,         ,          ,
84362,2018/3/6,2,防火管理点検（応援）,式　,1,30000,30000,3月6日
84220,2018/3/6,1,消防設備保守点検,　　,      ,         ,          ,
84220,2018/3/6,2,桜ヶ丘マンション1号館・2号館(総合点検),式　,1,15000,15000,3月6日
84305,2018/3/6,1,ヒダカヤ西脇店　非常照明取替工事,　　,      ,         ,          ,
84305,2018/3/6,2,非常照明本体（定価\65600）,台　,1,26240,26240,
84305,2018/3/6,3,取替費,式　,1,10000,10000,
84305,2018/3/6,4,諸経費,式　,1,1760,1760,
84216,2018/3/6,1,地下1階部　誘導灯取替工事,式　,1,95000,95000,3月6日
84266,2018/3/5,1,ダイヤモンドプラザ　電球交換,　　,      ,         ,          ,
84266,2018/3/5,2,44260,　　,      ,         ,          ,
84266,2018/3/5,3,２階　階段　シリカ球,個　,1,350,350,
84266,2018/3/5,4,取替費,式　,1,1000,1000,
84261,2018/3/5,1,消防設備保守点検（総合点検）,式　,1,30000,30000,3月5日
84310,2018/3/5,1,空港施設㈱ 大阪事業所 運用課　百瀬様,　　,      ,         ,          ,
84310,2018/3/5,2,加熱試験器　HK-3セット,組　,1,55000,55000,3/5(直送)
84323,2018/3/5,1,123ライト八万店,　　,      ,         ,          ,
84323,2018/3/5,2,受信機バッテリー取替工事,式　,1,40000,40000,3月5日
84231,2018/3/4,1,グランツ新築工事,　　,      ,         ,          ,
84231,2018/3/4,2,書類作成及び検査立会（消火器含む）,式　,1,80000,80000,2/22消火器納品
84233,2018/3/4,1,株式会社島精機製作所,　　,      ,         ,          ,
84233,2018/3/4,2,2階食堂天井裏感知器取替工事,式　,1,100000,100000,3月4日
84247,2018/3/3,1,カオスマンション,　　,      ,         ,          ,3月3日
84247,2018/3/3,2,住警器(取付費込),台　,9,3000,27000,
84239,2018/3/3,1,宮前駅前団地・ニューかわなが団地,　　,      ,         ,          ,
84239,2018/3/3,2,城北団地・川永団地,　　,      ,         ,          ,
84239,2018/3/3,3,消防設備保守点検（機器点検）,式　,1,1100000,1100000,
84294,2018/3/2,1,吉祥寺武蔵野カントリーハイツ改修工事,　　,      ,         ,          ,3月2日
84294,2018/3/2,2,自動火災報知設備工事,式　,1,75000,75000,
84294,2018/3/2,3,誘導灯工事,式　,1,35000,35000,
84213,2018/3/2,1,消火器設置台,台　,2,1000,2000,3月2日
84250,2018/3/1,1,ロイヤルコーポ湊Ⅰ　301号室,　　,      ,         ,          ,3月1日
84250,2018/3/1,2,住警器(取付費込),台　,1,3000,3000,
84265,2018/3/1,1,ダイヤモンドプラザ「Blanc」電球交換,　　,      ,         ,          ,
84265,2018/3/1,2,44248,　　,      ,         ,          ,
84265,2018/3/1,3,レフランプ　１００Ｗ,個　,2,800,1600,
84265,2018/3/1,4,クリプトン球,個　,6,450,2700,
84265,2018/3/1,5,取替費,式　,1,8000,8000,
84265,2018/3/1,6,44256,　　,      ,         ,          ,
84265,2018/3/1,7,看板灯　ハロゲン球,個　,1,1600,1600,
84265,2018/3/1,8,取替費,式　,1,1000,1000,
84303,2018/3/1,1,大阪　シェアハウス,　　,      ,         ,          ,
84303,2018/3/1,2,２階非常警報装置取付及びテスト,式　,1,20000,20000,3月1日
84182,2018/2/28,1,りんくうエルガビル,　　,      ,         ,          ,
84182,2018/2/28,2,排煙口作動機取替,式　,1,127000,127000,2月23日
84182,2018/2/28,3,消防設備不良箇所改修工事,式　,1,1713000,1713000,2/23・25
84176,2018/2/28,1,寿楽園　スプリンクラー設備,　　,      ,         ,          ,
84176,2018/2/28,2,消防検査立会費,式　,1,50000,50000,
84215,2018/2/28,1,ヘアーマジシャンパーソナル,　　,      ,         ,          ,
84215,2018/2/28,2,自動販売機コンセント撤去工事,式　,1,5000,5000,2月28日
84236,2018/2/28,1,知的障害者授産施設　おもと園,　　,      ,         ,          ,
84236,2018/2/28,2,消防設備保守点検（総合点検）,式　,1,35000,35000,2月28日
84185,2018/2/28,1,旧 岡徳楼 第Ⅱ期改修工事に伴う設備工事,　　,      ,         ,          ,
84185,2018/2/28,2,契約金額\255000000の内　第4回請求,式　,1,30000000,30000000,
84188,2018/2/28,1,北野田ビル,　　,      ,         ,          ,
84188,2018/2/28,2,消火器取替,式　,1,45000,45000,2月28日
84189,2018/2/28,1,消防設備保守点検,　　,      ,         ,          ,
84189,2018/2/28,2,C!TY WAKAYAMA（総合点検）,式　,1,367500,367500,1/16～18
84189,2018/2/28,3,ｳｪｱﾊｳｽ東雲ﾋﾞﾙ　123+N東雲店（総合点検）,式　,1,295000,295000,1/25・26
84189,2018/2/28,4,〃　（防火対象物点検）,式　,1,100000,100000,〃
84189,2018/2/28,5,ナンカイ工業　本社（機器点検）,式　,1,70000,70000,1/29・30
84189,2018/2/28,6,〃　貝塚工場（機器点検）,式　,1,80000,80000,〃
84189,2018/2/28,7,123ライト有田店（総合点検）,式　,1,40000,40000,1月31日
84189,2018/2/28,8,アスモ大和郡山（機器点検）,式　,1,160000,160000,2/1・2
84189,2018/2/28,9,123松原店・立駐・レストコーナー(総合点検,式　,1,100000,100000,2月5日
84189,2018/2/28,10,〃　（防火対象物点検）,式　,1,40000,40000,〃
84189,2018/2/28,11,ふくちぁんラーメン（総合点検）,式　,1,24000,24000,2月5日
84189,2018/2/28,12,123+Ｎ布施店（機器点検）,式　,1,100000,100000,2月8日
84189,2018/2/28,13,123ファースト八尾店（機器点検）,式　,1,125000,125000,2月8日
84189,2018/2/28,14,123田辺店（機器点検）,式　,1,100000,100000,2月13日
84198,2018/2/28,1,上六三和会館,　　,      ,         ,          ,
84198,2018/2/28,2,消防設備工事,式　,1,420000,420000,1/16～2/28
84223,2018/2/28,1,消防設備保守点検（総合点検）,式　,1,40000,40000,2月28日
84186,2018/2/28,1,コメリＰＷ和歌山インター店改修工事,　　,      ,         ,          ,
84186,2018/2/28,2,出来高請求4回目　100％,式　,1,13800000,13800000,
84177,2018/2/28,1,城東区成育2丁目計画,　　,      ,         ,          ,
84177,2018/2/28,2,契約金額\22000000の内出来高40％,式　,1,1100000,1100000,
84254,2018/2/27,1,グリーンフル中島,　　,      ,         ,          ,2月27日
84254,2018/2/27,2,非常警報器具(BG70221),台　,1,20640,20640,
84254,2018/2/27,3,取替費,式　,1,8000,8000,
84254,2018/2/27,4,出張費,式　,1,1500,1500,
84194,2018/2/27,1,歌舞伎町ビル6階改修工事,式　,1,46000,46000,
