"売上№=masterid,dempyounum",売上日=uriagebi,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik
86265,2019/9/20,84,フレグランスＡＫＩＨＯ,式　,1,950,950,
86265,2019/9/20,85,フレグランスさつき,式　,1,756,756,
86265,2019/9/20,86,ガーデンハイツ小二里,式　,1,1296,1296,
86265,2019/9/20,87,フレグランス桜が丘,式　,1,486,486,
86265,2019/9/20,88,ガーデンハイツ小二里2,式　,1,486,486,
86265,2019/9/20,89,ディアスワーブラー,式　,1,756,756,
86265,2019/9/20,90,フレグランスフクイ,式　,1,950,950,
86265,2019/9/20,91,フレグランス藤井Ⅱ,式　,1,680,680,
86265,2019/9/20,92,ディアス栄谷,式　,1,486,486,
86265,2019/9/20,93,フレグランス船所Ⅱ,式　,1,1296,1296,
86265,2019/9/20,94,ディアスかもと,式　,1,950,950,
86265,2019/9/20,95,ベルメゾン,式　,1,1296,1296,
86265,2019/9/20,96,フレグランス竹中,式　,1,486,486,
86265,2019/9/20,97,ディアス妙寺,式　,1,680,680,
86265,2019/9/20,98,ディアス松ヶ丘,式　,1,486,486,
86265,2019/9/20,99,ディアス北村,式　,1,1102,1102,
86265,2019/9/20,100,ディアスミレット,式　,1,1296,1296,
86265,2019/9/20,101,ディアスＭ,式　,1,1922,1922,
86265,2019/9/20,102,フォーブル松南,式　,1,486,486,
86265,2019/9/20,103,ウエストヒルズ,式　,1,1296,1296,
86265,2019/9/20,104,フレグランス布施屋,式　,1,756,756,
86265,2019/9/20,105,ディアス小雑賀,式　,1,832,832,
86265,2019/9/20,106,ラ・サルデーヌ,式　,1,3175,3175,
86265,2019/9/20,107,ディアス黒江,式　,1,1296,1296,
86265,2019/9/20,108,ディアス藤本,式　,1,486,486,
86265,2019/9/20,109,ディアス藤本Ⅱ,式　,1,486,486,
86265,2019/9/20,110,ディアスウチタ,式　,1,486,486,
86265,2019/9/20,111,フレグランスうの,式　,1,1291,1291,
86265,2019/9/20,112,マイルドディアスきし,式　,1,756,756,
86265,2019/9/20,113,フレグランスⅠ,式　,1,756,756,
86265,2019/9/20,114,ディアス寿里,式　,1,1372,1372,
86265,2019/9/20,115,フレグランス宮原,式　,1,950,950,
86265,2019/9/20,116,ディアスミニ,式　,1,486,486,
86265,2019/9/20,117,ディアス一本松,式　,1,2333,2333,
86265,2019/9/20,118,ディアス城山,式　,1,756,756,
86265,2019/9/20,119,フレグランス池尻,式　,1,486,486,
86265,2019/9/20,120,フレグランス大宮,式　,1,680,680,
86265,2019/9/20,121,楠見中ディアス,式　,1,950,950,
86265,2019/9/20,122,セフィラ　プラッツ,式　,1,756,756,
86265,2019/9/20,123,ハイツ楠,式　,1,486,486,
86265,2019/9/20,124,サニーコート,式　,1,1404,1404,
86265,2019/9/20,125,フォーレスうえだ,式　,1,1663,1663,
86265,2019/9/20,126,ハイツ萩,式　,1,680,680,
86265,2019/9/20,127,フォーレス有本,式　,1,1026,1026,
86265,2019/9/20,128,楠見中ディアスⅡ,式　,1,486,486,
86265,2019/9/20,129,ハイツ森,式　,1,1026,1026,
86265,2019/9/20,130,フォーレス花野,式　,1,1145,1145,
86265,2019/9/20,131,フレグランス小雑賀,式　,1,756,756,
86265,2019/9/20,132,グリーンルーフ塩屋,式　,1,486,486,
86265,2019/9/20,133,フレグランス南紀の台,式　,1,972,972,
86265,2019/9/20,134,グリーンルーフＣｏｃｃｏ,式　,1,486,486,
86265,2019/9/20,135,ハイツ楠Ⅱ,式　,1,486,486,
86265,2019/9/20,136,グリーンルーフ妙寺,式　,1,972,972,
86265,2019/9/20,137,シャーメゾン山中,式　,1,486,486,
86265,2019/9/20,138,シャーメゾン高松,式　,1,756,756,
86265,2019/9/20,139,メゾン雑賀,式　,1,486,486,
86265,2019/9/20,140,グリーンルーフのうがわ,式　,1,950,950,
86265,2019/9/20,141,ドエルＫ,式　,1,486,486,
86265,2019/9/20,142,シャーメゾン山崎,式　,1,1296,1296,
86265,2019/9/20,143,シャーメゾン新堂,式　,1,1836,1836,
86265,2019/9/20,144,シャーメゾン小雑賀,式　,1,1026,1026,
86265,2019/9/20,145,エクセレンス六十谷,式　,1,756,756,
86265,2019/9/20,146,シャーメゾンＨＡＭＡＩＣＨＩ,式　,1,972,972,
86265,2019/9/20,147,シャーメゾン打田,式　,1,1026,1026,
86265,2019/9/20,148,シャーメゾン堀口,式　,1,1296,1296,
86265,2019/9/20,149,シャーメゾン新堂Ⅱ,式　,1,1026,1026,
86265,2019/9/20,150,シャーメゾンキタグチ,式　,1,486,486,
86265,2019/9/20,151,セファミ荊本,式　,1,1026,1026,
86265,2019/9/20,152,フォーレスＩ＆Ｎ,式　,1,486,486,
86265,2019/9/20,153,シャーメゾンＭ,式　,1,486,486,
86265,2019/9/20,154,ヴィンヤードハウスⅢ,式　,1,486,486,
86265,2019/9/20,155,エクセレンス六十谷Ⅱ,式　,1,756,756,
86265,2019/9/20,156,ガーデンハイツ湯浅,式　,1,756,756,
86265,2019/9/20,157,ルミエール湊,式　,1,756,756,
86265,2019/9/20,158,シャーメゾン紀峰,式　,1,756,756,
86265,2019/9/20,159,グランメール福島,式　,1,756,756,
86265,2019/9/20,160,パールハイツ箕島,式　,1,680,680,
86265,2019/9/20,161,ワイズヴィラ,式　,1,540,540,
86265,2019/9/20,162,フォーレス・ノベル,式　,1,756,756,
86265,2019/9/20,163,藤栄ハイツ,式　,1,680,680,
86265,2019/9/20,164,ラ・サルデーヌⅡ,式　,1,486,486,
86265,2019/9/20,165,メゾン・ルテシィア,式　,1,486,486,
86265,2019/9/20,166,シャーメゾン下津,式　,1,680,680,
86265,2019/9/20,167,リヴェール　ヒデ,式　,1,756,756,
86265,2019/9/20,168,シャーメゾンくすの木,式　,1,1944,1944,
86265,2019/9/20,169,シャーメゾン笠松,式　,1,756,756,
86265,2019/9/20,170,サニーハイツ向島,式　,1,486,486,
86265,2019/9/20,171,パークハイツ,式　,1,486,486,
86265,2019/9/20,172,リバーサイド湯浅,式　,1,756,756,
86265,2019/9/20,173,ラガール湯浅,式　,1,486,486,
86265,2019/9/20,174,五月ハイツ,式　,1,1361,1361,
86265,2019/9/20,175,アン・セリジェ,式　,1,756,756,
86265,2019/9/20,176,ブランシェ前田,式　,1,756,756,
86265,2019/9/20,177,シャーメゾン青木,式　,1,756,756,
86265,2019/9/20,178,フォーナス,式　,1,950,950,
86265,2019/9/20,179,パレスデュオ・照（テラス）,式　,1,756,756,
86265,2019/9/20,180,シャーメゾンハーヴェスト,式　,1,756,756,
86265,2019/9/20,181,クレール松ヶ丘,式　,1,486,486,
86265,2019/9/20,182,クレール,式　,1,756,756,
86265,2019/9/20,183,アン・セリジェ　Ⅱ,式　,1,486,486,
86265,2019/9/20,184,フレグランス二里ヶ浜,式　,1,756,756,
86265,2019/9/20,185,アベニール,式　,1,756,756,
86265,2019/9/20,186,ディアス赤坂,式　,1,756,756,
86265,2019/9/20,187,カサ・フィオーレＦＧ,式　,1,756,756,
86265,2019/9/20,188,ブランシェ旭　Ａ棟,式　,1,486,486,
86265,2019/9/20,189,ブランシェ旭　Ｂ棟,式　,1,486,486,
86265,2019/9/20,190,シャーメゾン安上,式　,1,950,950,
86265,2019/9/20,191,フローラ,式　,1,756,756,
86265,2019/9/20,192,ワイズコート,式　,1,486,486,
86265,2019/9/20,193,シャーメゾン西高松,式　,1,486,486,
86265,2019/9/20,194,シャーメゾン木ノ本,式　,1,680,680,
86265,2019/9/20,195,ブランシェＳ,式　,1,680,680,
86265,2019/9/20,196,ディアスＡＫＩＨＯ,式　,1,680,680,
86265,2019/9/20,197,シャンブルＭ,式　,1,950,950,
86265,2019/9/20,198,シャーメゾン幸輝,式　,1,1145,1145,
86265,2019/9/20,199,ボナール千且,式　,1,756,756,
86265,2019/9/20,200,イマージュ浜の宮,式　,1,486,486,
86265,2019/9/20,201,シャーメゾンフクイ,式　,1,486,486,
86265,2019/9/20,202,ヴィラ天神崎,式　,1,918,918,
86265,2019/9/20,203,アヴェンヌ太田,式　,1,1102,1102,
86265,2019/9/20,204,メゾネット松島,式　,1,486,486,
86265,2019/9/20,205,シャーメゾン今福,式　,1,486,486,
86265,2019/9/20,206,イマージュ浜の宮Ⅱ,式　,1,680,680,
86265,2019/9/20,207,ＫＹＡＲＡ　ＭＡＩＳＯＮ　Ⅱ,式　,1,486,486,
86265,2019/9/20,208,シャーメゾン西浜Ａ,式　,1,680,680,
86265,2019/9/20,209,和歌浦ガーデンテラス,式　,1,1296,1296,
86265,2019/9/20,210,シャーメゾン彩都Ａ,式　,1,680,680,
86265,2019/9/20,211,シャーメゾンロイヤルヒルズⅠ,式　,1,486,486,
86265,2019/9/20,212,シャーメゾン下津野,式　,1,1145,1145,
86265,2019/9/20,213,シャーメゾン砂山南,式　,1,5800,5800,
86265,2019/9/20,214,べレオＫ,式　,1,2030,2030,
86265,2019/9/20,215,べレオ太田,式　,1,2030,2030,
86265,2019/9/20,216,シャーメゾンｂｒｉｌｌｉａｎｔ,式　,1,756,756,
86265,2019/9/20,217,べレオ新通,式　,1,2030,2030,
86265,2019/9/20,218,べレオ堀止西,式　,1,2030,2030,
86265,2019/9/20,219,ベレオ西浜ハーモニーガーデン,式　,1,3046,3046,
86265,2019/9/20,220,ヴィレッジ三年坂,式　,1,4061,4061,
86265,2019/9/20,221,ベレオ園部,式　,1,3046,3046,
86265,2019/9/20,222,ガーデンハイツⅡ,式　,1,756,756,
86265,2019/9/20,223,コラール堀止,式　,1,756,756,
86265,2019/9/20,224,シャーメゾン葵,式　,1,486,486,
86265,2019/9/20,225,シャーメゾンＷＩＬＬ,式　,1,756,756,
86265,2019/9/20,226,ベルデ堀口,式　,1,2030,2030,
86265,2019/9/20,227,ＳｈａＭａｉｓｏｎ　ＮＡ,式　,1,756,756,
86265,2019/9/20,228,ベレオＢｒｉｌｌｉａｎｔ,式　,1,1620,1620,
86265,2019/9/20,229,ベレオ紀三井寺,式　,1,1080,1080,
86265,2019/9/20,230,ベレオけやき,式　,1,4061,4061,
86265,2019/9/20,231,シャーメゾン松江北,式　,1,486,486,
86265,2019/9/20,232,シャーメゾンＬａＬａ,式　,1,756,756,
86265,2019/9/20,233,ベレオコスモ,式　,1,1620,1620,
86265,2019/9/20,234,ベレオ小堀,式　,1,4061,4061,
86265,2019/9/20,235,メゾン・ド・ベレオ,式　,1,1620,1620,
86265,2019/9/20,236,ベレオ小野町,式　,1,2030,2030,
86265,2019/9/20,237,シャーメソン宝亀,式　,1,3391,3391,
86265,2019/9/20,238,シャーメゾン彩花,式　,1,972,972,
86265,2019/9/20,239,ベレオ寺町通り,式　,1,3046,3046,
86265,2019/9/20,240,ディアス松野,式　,1,1026,1026,
86265,2019/9/20,241,ベレオ広瀬,式　,1,5800,5800,
86265,2019/9/20,242,Ｔｏｕｒｎｅｓｏｌ,式　,1,4061,4061,
86265,2019/9/20,243,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ,式　,1,486,486,
86265,2019/9/20,244,ベレオ黒田ＳＯＵＴＨ,式　,1,972,972,
86265,2019/9/20,245,プロヌーブ今福,式　,1,972,972,
86265,2019/9/20,246,Ｆｅｌｉｃｅ紀三井寺,式　,1,756,756,
86265,2019/9/20,247,シャーメゾン茶屋ノ丁,式　,1,486,486,
86265,2019/9/20,248,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ,式　,1,1566,1566,
86305,2019/9/20,1,吹田倉庫　感知器増設,　　,      ,         ,          ,9月20日
86305,2019/9/20,2,差動式スポット型感知器,個　,2,1516,3032,
86305,2019/9/20,3,ねじなし電線管　E19,本　,3,650,1950,
86305,2019/9/20,4,丸型露出ボックス3方出,個　,1,580,580,
86305,2019/9/20,5,カップリング,個　,1,75,75,
86305,2019/9/20,6,ボックスコネクタ,個　,3,85,255,
86305,2019/9/20,7,電線　AE0.9-4C,ｍ　,60,35,2100,
86305,2019/9/20,8,同上付属品,式　,1,5000,5000,
86305,2019/9/20,9,工事費,式　,1,25000,25000,
86305,2019/9/20,10,消耗品雑材費,式　,1,2000,2000,
86305,2019/9/20,11,交通費,式　,1,15000,15000,
86305,2019/9/20,12,諸経費,式　,1,5508,5508,
86277,2019/9/20,1,ソラ様邸　庭園灯納品,　　,      ,         ,          ,
86277,2019/9/20,2,LGW45830LE1,台　,4,15000,60000,
86288,2019/9/19,1,マルハン和歌山インター店,　　,      ,         ,          ,
86288,2019/9/19,2,消防設備保守点検後不備改修工事,式　,1,48000,48000,9月19日
86268,2019/9/19,1,見積番号：289,　　,      ,         ,          ,
86268,2019/9/19,2,三菱電機㈱冷熱システム製作所,　　,      ,         ,          ,
86268,2019/9/19,3,各所消防設備保守点検後改修工事,式　,1,1690000,1690000,
86269,2019/9/19,1,見積番号：295,　　,      ,         ,          ,
86269,2019/9/19,2,三菱電機㈱冷熱システム製作所,　　,      ,         ,          ,
86269,2019/9/19,3,６工場　中継器取替,式　,1,57000,57000,
86263,2019/9/19,1,マスターズ・エル延時16　308号室,　　,      ,         ,          ,9月19日
86263,2019/9/19,2,住警器(取付費込),台　,1,3000,3000,
86385,2019/9/19,1,タムラビル　消防設備保守点検（総合点検）,式　,1,70000,70000,9月19日
86386,2019/9/19,1,ナビオミカサ　消防設備保守点検(総合点検),式　,1,70000,70000,9月19日
86322,2019/9/19,1,(仮称)123笹塚店,　　,      ,         ,          ,
86322,2019/9/19,2,現場調査・図面作成,式　,1,40000,40000,9月19日
86273,2019/9/19,1,株式会社島精機製作所,　　,      ,         ,          ,
86273,2019/9/19,2,納品,　　,      ,         ,          ,
86273,2019/9/19,3,バッテリー,個　,1,9440,9440,7月29日
86273,2019/9/19,4,バッテリー,個　,10,8900,89000,9月19日
86273,2019/9/19,5,定温式スポット型感知器,個　,4,1300,5200,
86368,2019/9/19,1,デイサービスセンターたかお　様,　　,      ,         ,          ,9月19日
86368,2019/9/19,2,誘導灯用蛍光灯,本　,1,1500,1500,
86368,2019/9/19,3,取替費,式　,1,1000,1000,
86286,2019/9/18,1,マルハンぶらくり丁店,　　,      ,         ,          ,
86286,2019/9/18,2,消防設備保守点検後不備改修工事,式　,1,20000,20000,9月18日
86282,2019/9/18,1,岡山市中区下テナント,　　,      ,         ,          ,
86282,2019/9/18,2,使用開始届提出,式　,1,123000,123000,9月18日
86285,2019/9/16,1,イオンモールりんくう泉南,　　,      ,         ,          ,
86285,2019/9/16,2,101区画,　　,      ,         ,          ,
86285,2019/9/16,3,排煙スイッチ・空調リモコン移設,式　,1,90000,90000,9月13日
86285,2019/9/16,4,スプリンクラーヘッド増設Ｂ工事,式　,1,225000,225000,9/13・16
86272,2019/9/14,1,消防設備保守点検,　　,      ,         ,          ,
86272,2019/9/14,2,Ｄ－Ｒｏｏｍ出島（機器点検）,式　,1,34040,34040,9/13・14
86336,2019/9/14,1,消防設備保守点検,　　,      ,         ,          ,
86336,2019/9/14,2,ｸﾞﾙｰﾌﾟﾎｰﾑはるすのお家・西吉野(機器点検),式　,1,60000,60000,9月14日
86306,2019/9/14,1,ライオンズビル大手前,　　,      ,         ,          ,
86306,2019/9/14,2,感知器・スピーカー・誘導灯増設工事,　　,      ,         ,          ,
86306,2019/9/14,3,工事費,式　,1,25000,25000,
86306,2019/9/14,4,交通費,式　,1,10000,10000,
86306,2019/9/14,5,諸経費,式　,1,3500,3500,
86258,2019/9/14,1,きのくに信用金庫　和歌山支店様,　　,      ,         ,          ,
86258,2019/9/14,2,照明更新工事,式　,1,2180000,2180000,9/9～14
86255,2019/9/13,1,ひらり,　　,      ,         ,          ,
86255,2019/9/13,2,スプリンクラー設備試運転（夜間）,式　,1,30000,30000,9月13日
86334,2019/9/13,1,消防設備保守点検,　　,      ,         ,          ,
86334,2019/9/13,2,ひらり（総合点検）,式　,1,45000,45000,9月13日
86334,2019/9/13,3,マリンハイツ田尻（機器点検）,式　,1,45000,45000,9月26日
86257,2019/9/12,1,スカイマスター（ガソリン込）8/11,日　,1,12000,12000,
86257,2019/9/12,2,スカイマスター（ガソリン込）8/17,日　,1,12000,12000,
86257,2019/9/12,3,スカイマスター（ガソリン込）9/11,日　,1,12000,12000,
86257,2019/9/12,4,スカイマスター（ガソリン込）9/12,日　,1,12000,12000,
86251,2019/9/12,1,薗部アパート,　　,      ,         ,          ,
86251,2019/9/12,2,屋外変電設備室消火器取替,式　,1,10400,10400,9月12日
86230,2019/9/12,1,木質チップ生産施設,　　,      ,         ,          ,
86230,2019/9/12,2,届出作成及び危険物標識等,式　,1,38800,38800,
86231,2019/9/12,1,テックランド加古川店,　　,      ,         ,          ,
86231,2019/9/12,2,食洗機取付に伴う電気及び給排水工事,式　,1,80000,80000,9月12日
86232,2019/9/12,1,テックランド豊中店,　　,      ,         ,          ,
86232,2019/9/12,2,食洗機取付に伴う電気及び給排水工事,式　,1,80000,80000,9月12日
86227,2019/9/11,1,梅田　アルヴィータビル,　　,      ,         ,          ,
86227,2019/9/11,2,自動火災報知設備点検,式　,1,33000,33000,9月3日
86278,2019/9/11,1,ぶっとく幼稚園様・常楽寺様,　　,      ,         ,          ,
86278,2019/9/11,2,消防設備保守点検（総合点検）,式　,1,45000,45000,9月11日
86253,2019/9/10,1,小倉園,　　,      ,         ,          ,
86253,2019/9/10,2,園長室　ルームクーラー取付工事,式　,1,100000,100000,9月10日
86245,2019/9/10,1,ハイムシンド,　　,      ,         ,          ,
86245,2019/9/10,2,非常照明取替工事,式　,1,30000,30000,9月10日
86236,2019/9/10,1,消防設備保守点検,　　,      ,         ,          ,
86236,2019/9/10,2,おかし工房桜和（機器点検）,式　,1,20000,20000,9月10日
86236,2019/9/10,3,ぱん工房かたつむり（機器点検）,式　,1,20000,20000,9月10日
86239,2019/9/9,1,グリーンフルフェニックスⅡ　205号室,　　,      ,         ,          ,9月9日
86239,2019/9/9,2,住警器(取付費込),台　,3,3000,9000,
86229,2019/9/9,1,(仮称)マミーズアイさかい園,　　,      ,         ,          ,
86229,2019/9/9,2,増築工事（一期工事）,式　,1,119000,119000,8/8～9/9
86331,2019/9/9,1,消防設備保守点検（総合点検）,式　,1,40000,40000,9月9日
86332,2019/9/9,1,消防設備保守点検（総合点検）,式　,1,25000,25000,9月9日
86283,2019/9/9,1,北野田ビル,　　,      ,         ,          ,
86283,2019/9/9,2,ダンパー用レリーズ取替,式　,1,59000,59000,9月9日
86293,2019/9/7,1,イオンモールりんくう泉南,　　,      ,         ,          ,
86293,2019/9/7,2,206区画,　　,      ,         ,          ,
86293,2019/9/7,3,原状回復Ｂ工事,式　,1,356400,356400,8/27・9/7
86325,2019/9/7,1,消防設備保守点検,　　,      ,         ,          ,
86325,2019/9/7,2,共栄フーズ㈱和歌山工場（総合点検）,式　,1,56000,56000,9月7日
86254,2019/9/7,1,アイセン赤坂工場様　４階,　　,      ,         ,          ,
86254,2019/9/7,2,空調機更新工事,式　,1,235000,235000,9月7日
86307,2019/9/7,1,123和歌山インター店　男子トイレ,　　,      ,         ,          ,
86307,2019/9/7,2,メイン管洗浄及び小便器通管,式　,1,70000,70000,9/6・7
86292,2019/9/6,1,プリマード東岸和田,　　,      ,         ,          ,
86292,2019/9/6,2,屋上補給水槽取替,式　,1,255000,255000,9月6日
86259,2019/9/6,1,御坊中学校,　　,      ,         ,          ,6/29～9/6
86259,2019/9/6,2,消防用設備改修工事,式　,1,5100000,5100000,
86259,2019/9/6,3,自動火災報知設備　追加工事,式　,1,95000,95000,
86259,2019/9/6,4,電気設備工事　追加工事,式　,1,306000,306000,
86300,2019/9/6,1,シャーメゾン元町奉行,　　,      ,         ,          ,
86300,2019/9/6,2,消火器点検・報告,式　,1,8000,8000,9月6日
86315,2019/9/6,1,三菱神戸病院　ｺﾝｸﾘｰﾄ構造物内部調査,　　,      ,         ,          ,
86315,2019/9/6,2,44404,　　,      ,         ,          ,
86315,2019/9/6,3,基本探査料(技術料・機器損料・安全管理費),班　,1,105000,105000,
86315,2019/9/6,4,撮影費：X線フィルム(通常品),枚　,1,2700,2700,
86315,2019/9/6,5,有料駐車場使用料,台　,1,900,900,
86315,2019/9/6,6,44445,　　,      ,         ,          ,
86315,2019/9/6,7,基本探査料(技術料・機器損料・安全管理費),班　,1,105000,105000,
86315,2019/9/6,8,撮影費：X線フィルム(通常品),枚　,6,2700,16200,
86315,2019/9/6,9,有料駐車場使用料,式　,1,1200,1200,
86225,2019/9/6,1,心茶　田辺店,　　,      ,         ,          ,
86225,2019/9/6,2,屋台,台　,2,90000,180000,
86225,2019/9/6,3,内装工事,式　,1,250000,250000,
86225,2019/9/6,4,【電気工事】,　　,      ,         ,          ,
86225,2019/9/6,5,照明器具,台　,4,12000,48000,
86225,2019/9/6,6,ショップライン本体3m,本　,1,5000,5000,
86225,2019/9/6,7,スポットライト,台　,10,6000,60000,
86225,2019/9/6,8,エアコン　CS719CFX2-W,台　,1,160000,160000,
86225,2019/9/6,9,同上付属品,式　,1,60000,60000,
86225,2019/9/6,10,工事費,式　,1,70000,70000,
86225,2019/9/6,11,【衛生工事】,　　,      ,         ,          ,
86225,2019/9/6,12,手洗器,台　,2,6000,12000,
86225,2019/9/6,13,同上付属品,式　,1,45000,45000,
86225,2019/9/6,14,工事費,式　,1,35000,35000,
86243,2019/9/5,1,キューブＮ　Ｂ棟116号室,　　,      ,         ,          ,9月5日
86243,2019/9/5,2,住警器(取付費込),台　,3,3000,9000,
86294,2019/9/4,1,イオンモールりんくう泉南,　　,      ,         ,          ,
86294,2019/9/4,2,いきなりステーキ,　　,      ,         ,          ,
86294,2019/9/4,3,定温式スポット感知器取替,式　,1,18000,18000,9月4日
86244,2019/9/4,1,ハイツ彩光　Ｂ棟103号室,　　,      ,         ,          ,9月4日
86244,2019/9/4,2,住警器(取付費込),台　,3,3000,9000,
86244,2019/9/4,3,消火器４型,本　,1,4500,4500,
86244,2019/9/4,4,消火器処分費,本　,1,1000,1000,
86279,2019/9/4,1,消防設備保守点検（総合点検）,式　,1,40000,40000,9月4日
86250,2019/9/4,1,伊都浄化センター,　　,      ,         ,          ,
86250,2019/9/4,2,分布型感知器取替工事,式　,1,40000,40000,8/27・9/4
86295,2019/9/3,1,イオンモールりんくう泉南,　　,      ,         ,          ,
86295,2019/9/3,2,115区画　ＺＡＲＡ,　　,      ,         ,          ,
86295,2019/9/3,3,天井塗装に伴うＢ工事,式　,1,762300,762300,8/28～9/3
86266,2019/9/3,1,消防設備保守点検,　　,      ,         ,          ,
86266,2019/9/3,2,桜ヶ丘マンション１号館・２号館(機器),式　,1,15000,15000,9月3日
86256,2019/9/2,1,日高川ハイツ団地あじさい棟,　　,      ,         ,          ,
86256,2019/9/2,2,受信機取替工事,式　,1,120000,120000,8/16・9/2
86262,2019/9/2,1,パルビル　電球交換,　　,      ,         ,          ,
86262,2019/9/2,2,44432,　　,      ,         ,          ,
86262,2019/9/2,3,２階　廊下　ＦＬ２０ＳＳ,本　,1,340,340,
86262,2019/9/2,4,１階　看板灯　ボール球,個　,1,350,350,
86262,2019/9/2,5,取替費,式　,1,2000,2000,
86262,2019/9/2,6,44441,　　,      ,         ,          ,
86262,2019/9/2,7,２階　廊下　誘導灯球２０Ｗ,本　,1,340,340,
86262,2019/9/2,8,〃　廊下　ＦＬ２０ＳＳ,本　,1,340,340,
